dataset,model,cal_size,test_size,n_classes,Spline_brier,Spline_logloss,Spline_ece-15,Spline_accuracy,Spline_time
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5105492823992969,1.0490334010258613,0.04655603691935539,0.6078431606292725,5.069430253934115
first-order-theorem-proving,LightGBM,5506,612,6,0.5111412004737884,1.0541796088967736,0.05292687565088272,0.6160130500793457,3.1840135320089757
first-order-theorem-proving,LinearModel,5506,612,6,0.6464664941447574,1.3705042354252208,0.03791578859090805,0.48856207728385925,3.3388519239379093
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5584628183312221,1.160298191642686,0.0620916523039341,0.5686274766921997,4.170087505946867
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.542178137295608,1.1201339428392996,0.04819640517234802,0.5751634240150452,3.9562377689871937
first-order-theorem-proving,RandomForest,5506,612,6,0.5097957523050157,1.0511596242596006,0.04662344977259636,0.6062091588973999,5.12244353198912
first-order-theorem-proving,XGBoost,5506,612,6,0.5042723451083991,1.039367105544626,0.036191750317811966,0.6160130500793457,3.116314378916286
har,CatBoost,9269,1030,6,0.004319950838593775,0.008136590191611396,0.006372714880853891,0.9961165189743042,6.253903106902726
har,ExtraTrees,9269,1030,6,0.01864355347686909,0.03217056561618307,0.006247684825211763,0.9883494973182678,5.167719152988866
har,LightGBM,9269,1030,6,0.002125584822379007,0.00465057639444225,0.003931435756385326,1.0,5.5718328970251605
har,LinearModel,9269,1030,6,0.014986334847465465,0.0277433129324329,0.007884470745921135,0.9893203973770142,6.8253367899451405
har,NeuralNetFastAI,9269,1030,6,0.007024440969513013,0.015095616853738506,0.008404955267906189,0.9970873594284058,6.742723363102414
har,NeuralNetTorch,9269,1030,6,0.007291052299284732,0.013219604341059633,0.005215879064053297,0.9961165189743042,6.922477383050136
har,RandomForest,9269,1030,6,0.028730818232098172,0.05155760070287226,0.011011816561222076,0.9815533757209778,5.080241643008776
har,XGBoost,9269,1030,6,0.004679374226176547,0.008678911270354727,0.005634806584566832,0.9980582594871521,6.1901428289711475
isolet,CatBoost,7017,780,26,0.06918969259685241,0.12865505178418266,0.01732487790286541,0.9487179517745972,20.566597204073332
isolet,ExtraTrees,7017,780,26,0.0861175154137281,0.18296660875956677,0.02748141810297966,0.9384615421295166,17.14614609500859
isolet,LightGBM,7017,780,26,0.05160491138809609,0.10868803409733431,0.016341708600521088,0.9653846025466919,21.330396028002724
isolet,LinearModel,7017,780,26,0.05817392339349465,0.1294554891877435,0.017332464456558228,0.9679487347602844,22.01484883192461
isolet,NeuralNetFastAI,7017,780,26,0.044354670465882096,0.08710196786583956,0.014996583573520184,0.9679487347602844,20.760131225921214
isolet,NeuralNetTorch,7017,780,26,0.05569161965795862,0.12392489026240493,0.019774844869971275,0.9705128073692322,20.73223343596328
isolet,RandomForest,7017,780,26,0.10695159277034692,0.2394883533432331,0.04207964986562729,0.9192307591438293,17.119140124996193
isolet,XGBoost,7017,780,26,0.06126586927379679,0.1359341399327973,0.014934590086340904,0.9538461565971375,21.223953653941862
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.1526799895067147,0.23002396527589397,0.012544759549200535,0.86479252576828,19.877001563087106
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.17238388780644956,0.2710409573673904,0.020417720079421997,0.8596608638763428,19.478266121004708
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.13123282925451635,0.19612990754930196,0.017503462731838226,0.8884426355361938,20.000934632960707
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4260235935451787,0.7158329185230281,0.01577570289373398,0.6822847127914429,9.394402137957513
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10297364875237633,0.15210366919069157,0.016904443502426147,0.9065149426460266,15.822649103938602
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02344229788130275,0.041894802101901295,0.013453110121190548,0.9857206344604492,16.096751600969583
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.17675925876040569,0.27893920708114306,0.019357483834028244,0.8594377636909485,20.702956667984836
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1305545392557597,0.19298529375248222,0.012724880129098892,0.8886657953262329,20.287827695021406
kr-vs-k,CatBoost,25250,2806,18,0.12955844606279684,0.2624677579492054,0.026311008259654045,0.9176763892173767,39.37628475006204
kr-vs-k,ExtraTrees,25250,2806,18,0.17588670134408652,0.38034332905420964,0.041043125092983246,0.883463978767395,36.437057637027465
kr-vs-k,LightGBM,25250,2806,18,0.11628936988160979,0.2387469482824866,0.03534311428666115,0.927655041217804,42.49280963500496
kr-vs-k,LinearModel,25250,2806,18,0.7863794573233011,1.8228490044352135,0.023970821872353554,0.3431931436061859,38.86834545992315
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15807733167070234,0.2919809369885092,0.04599098861217499,0.8945117592811584,36.38559778605122
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11481193913388589,0.21459914193676372,0.048410188406705856,0.9237348437309265,40.797391062020324
kr-vs-k,RandomForest,25250,2806,18,0.16286052218432692,0.3590113677231196,0.03678521141409874,0.890235185623169,39.96016390202567
kr-vs-k,XGBoost,25250,2806,18,0.1159085637371562,0.23045174180930622,0.029102589935064316,0.9297932982444763,38.44865870999638
led24,CatBoost,2880,320,10,0.4009511183572765,0.8334157884815736,0.06006018817424774,0.7093750238418579,4.097643188899383
led24,ExtraTrees,2880,320,10,0.4028308524130978,0.8366949971273232,0.0482143834233284,0.706250011920929,4.980123974964954
led24,LightGBM,2880,320,10,0.40445884565358126,0.8535975911960728,0.04974375665187836,0.7124999761581421,4.617992533952929
led24,LinearModel,2880,320,10,0.39706964910109316,0.8249782470584762,0.04927349090576172,0.706250011920929,5.230926382937469
led24,NeuralNetFastAI,2880,320,10,0.3827984313132829,0.8022322469557028,0.05953998863697052,0.731249988079071,4.8163084289990366
led24,NeuralNetTorch,2880,320,10,0.3876005647458653,0.8038779413927145,0.07191512733697891,0.731249988079071,4.1889491740148515
led24,RandomForest,2880,320,10,0.4012747526190699,0.8315340839088032,0.04551422968506813,0.7124999761581421,4.990574032999575
led24,XGBoost,2880,320,10,0.4030124877216593,0.8548638978724913,0.04537029191851616,0.71875,4.270899889990687
letter,CatBoost,18000,2000,26,0.03334451090805058,0.07196443265397925,0.00780428946018219,0.9794999957084656,45.7051668940112
letter,ExtraTrees,18000,2000,26,0.04355974654015807,0.08861616950878731,0.01480094064027071,0.9735000133514404,37.576521954033524
letter,LightGBM,18000,2000,26,0.03495454503620505,0.07652288241659132,0.010068236850202084,0.9779999852180481,45.94742266298272
letter,LinearModel,18000,2000,26,0.29617232723454634,0.7522060042392572,0.040242187678813934,0.8009999990463257,47.3298834329471
letter,NeuralNetFastAI,18000,2000,26,0.01997447444679887,0.04355603865099823,0.009516522288322449,0.9869999885559082,42.96928530198056
letter,NeuralNetTorch,18000,2000,26,0.021320414284849796,0.04239665481988717,0.008937466889619827,0.984499990940094,42.78418588405475
letter,RandomForest,18000,2000,26,0.055479944681400335,0.122514205704371,0.026955515146255493,0.9679999947547913,38.46969140297733
letter,XGBoost,18000,2000,26,0.03771680938619961,0.0811891254216527,0.008394031785428524,0.9764999747276306,46.30489441403188
mfeat-factors,CatBoost,1800,200,10,0.04195330894566708,0.10541271322590423,0.020407957956194878,0.9800000190734863,3.3942657019943
mfeat-factors,ExtraTrees,1800,200,10,0.04925576516471418,0.11695126262076204,0.025908280164003372,0.9700000286102295,2.841291579999961
mfeat-factors,LightGBM,1800,200,10,0.04222204612667649,0.11179419130676309,0.019602246582508087,0.9800000190734863,3.534501892980188
mfeat-factors,LinearModel,1800,200,10,0.03289313398115526,0.0857212627628384,0.020187053829431534,0.9800000190734863,3.3927928059129044
mfeat-factors,NeuralNetFastAI,1800,200,10,0.029400033558874706,0.05451206867816845,0.02593018114566803,0.9750000238418579,3.420365013065748
mfeat-factors,NeuralNetTorch,1800,200,10,0.029768370906739276,0.07162677404228807,0.013531587086617947,0.9850000143051147,3.2592979720793664
mfeat-factors,RandomForest,1800,200,10,0.05359773941509907,0.12351100924604612,0.034483227878808975,0.9750000238418579,2.8897527870722115
mfeat-factors,XGBoost,1800,200,10,0.044440068808880885,0.10580907692688574,0.02019200474023819,0.9750000238418579,3.3431861120043322
micro-mass,CatBoost,513,58,20,0.06152532975516312,0.11665585893952175,0.06446152180433273,0.9655172228813171,3.171305048977956
micro-mass,ExtraTrees,513,58,20,0.09276824540418084,0.1856352248294008,0.11075637489557266,0.9655172228813171,3.22653614601586
micro-mass,LightGBM,513,58,20,0.09556513377581052,0.16020108642754793,0.0380159467458725,0.931034505367279,3.2147956469561905
micro-mass,LinearModel,513,58,20,0.08694605786862532,0.16845086170337556,0.04494718462228775,0.9482758641242981,3.1742103199940175
micro-mass,NeuralNetFastAI,513,58,20,0.20154643924863308,0.4141966650166458,0.0884515792131424,0.8620689511299133,3.3679516679840162
micro-mass,NeuralNetTorch,513,58,20,0.07124493343982731,0.2100799240144639,0.05578453093767166,0.9482758641242981,3.0776631649350747
micro-mass,RandomForest,513,58,20,0.10850637371017645,0.21033336653163276,0.09014879912137985,0.931034505367279,3.124552068999037
micro-mass,XGBoost,513,58,20,0.11601233423309006,0.23546725350355557,0.06894157826900482,0.9137930870056152,3.1158228570129722
microaggregation2,CatBoost,18000,2000,5,0.4811992398140412,0.9039382528695719,0.019581150263547897,0.6384999752044678,7.270167059963569
microaggregation2,ExtraTrees,18000,2000,5,0.4915418733688971,0.9313754163485822,0.02057521604001522,0.6290000081062317,8.743371294927783
microaggregation2,LightGBM,18000,2000,5,0.4773332209969417,0.894988055239503,0.024312295019626617,0.6399999856948853,6.963342329952866
microaggregation2,LinearModel,18000,2000,5,0.5515681556994328,1.0400222284885559,0.01593596674501896,0.5830000042915344,6.510687150992453
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4569463917842172,0.856814426986887,0.019357146695256233,0.6535000205039978,9.053539164015092
microaggregation2,NeuralNetTorch,18000,2000,5,0.46580694249478066,0.872420229745477,0.022714536637067795,0.6439999938011169,7.726273383013904
microaggregation2,RandomForest,18000,2000,5,0.4937937627190441,0.9353782396537637,0.018075361847877502,0.6320000290870667,8.690566794015467
microaggregation2,XGBoost,18000,2000,5,0.480084444770365,0.9014772862844733,0.02147148922085762,0.6324999928474426,7.153581482009031
okcupid-stem,CatBoost,45710,5079,3,0.3358446030907187,0.5625106401423322,0.009808532893657684,0.7621579170227051,10.798879193025641
okcupid-stem,ExtraTrees,45710,5079,3,0.35490423641091556,0.590172664035711,0.011279283091425896,0.7452254295349121,10.745564282988198
okcupid-stem,LightGBM,45710,5079,3,0.3388977685905476,0.5649330899864085,0.015893077477812767,0.7597952485084534,10.388870985014364
okcupid-stem,LinearModel,45710,5079,3,0.34446793601602405,0.575020831219812,0.016655806452035904,0.7544792294502258,11.284805895993486
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.3422535922205361,0.5702952918587146,0.016164127737283707,0.7592045664787292,10.356926602893509
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3370963650913366,0.5633027552612665,0.011159837245941162,0.7631423473358154,10.01986192597542
okcupid-stem,RandomForest,45710,5079,3,0.3541753613487918,0.5890689332849282,0.010916619561612606,0.7466036677360535,10.111257112002932
okcupid-stem,XGBoost,45710,5079,3,0.338738415329394,0.5651804323022055,0.010982443578541279,0.7601889967918396,10.373702477081679
optdigits,CatBoost,5058,562,10,0.022369819542667306,0.054420635352046894,0.00740114226937294,0.9857650995254517,6.730901255039498
optdigits,ExtraTrees,5058,562,10,0.02396945320970383,0.05645024240075138,0.00672623747959733,0.9839857816696167,5.596712691010907
optdigits,LightGBM,5058,562,10,0.018063802899935946,0.04469192186121955,0.0073936409316957,0.9911032319068909,6.666219762992114
optdigits,LinearModel,5058,562,10,0.052950975851049874,0.09617520318168264,0.008255800232291222,0.9661921858787537,7.249362189089879
optdigits,NeuralNetFastAI,5058,562,10,0.019305358237620144,0.03983633283977436,0.007084513548761606,0.9911032319068909,6.922930066008121
optdigits,NeuralNetTorch,5058,562,10,0.014106637890596536,0.032677111628540416,0.010307913646101952,0.9928825497627258,6.665131042944267
optdigits,RandomForest,5058,562,10,0.040763283557800824,0.08045990264546476,0.012623717077076435,0.9715302586555481,5.71057588304393
optdigits,XGBoost,5058,562,10,0.02908521562942292,0.05985117387039058,0.01256633922457695,0.9804270267486572,7.0749028120189905
page-blocks,CatBoost,4925,548,5,0.04383794721952845,0.09223573427692346,0.0127950981259346,0.970802903175354,2.7983577999984846
page-blocks,ExtraTrees,4925,548,5,0.04353022294819148,0.09988920253052125,0.008457239717245102,0.9689781069755554,3.0754620239604264
page-blocks,LightGBM,4925,548,5,0.04210831301950907,0.08722696229532446,0.01465541310608387,0.9689781069755554,2.8088918970897794
page-blocks,LinearModel,4925,548,5,0.04561245939831483,0.10146828784858206,0.018595827743411064,0.9689781069755554,3.067625258001499
page-blocks,NeuralNetFastAI,4925,548,5,0.05088567512154158,0.10556179066958106,0.015213129110634327,0.9671533107757568,3.1523362399311736
page-blocks,NeuralNetTorch,4925,548,5,0.03664099547666329,0.0892466441970011,0.012739467434585094,0.9762773513793945,2.906458187964745
page-blocks,RandomForest,4925,548,5,0.040924682536969736,0.08906688169174855,0.009398357942700386,0.970802903175354,2.9892775730695575
page-blocks,XGBoost,4925,548,5,0.040762887054306134,0.08927813963031972,0.008250300772488117,0.9762773513793945,2.4409466489451006
pendigits,CatBoost,9892,1100,10,0.0049234269161793215,0.011119557533230483,0.006782869808375835,0.996363639831543,10.741604854934849
pendigits,ExtraTrees,9892,1100,10,0.008873758483971901,0.017859324613405992,0.006010852754116058,0.9945454597473145,9.273074253927916
pendigits,LightGBM,9892,1100,10,0.007866132385244792,0.017361241919952267,0.008052387274801731,0.9945454597473145,11.518990084994584
pendigits,LinearModel,9892,1100,10,0.06874881298682589,0.14505250083161833,0.01361182238906622,0.9590908885002136,11.918130571953952
pendigits,NeuralNetFastAI,9892,1100,10,0.004897557963195047,0.012115985882634097,0.0034630740992724895,0.9981818199157715,10.136039773002267
pendigits,NeuralNetTorch,9892,1100,10,0.003950874911294539,0.009225853951517461,0.00505203939974308,0.9972727298736572,11.106215873034671
pendigits,RandomForest,9892,1100,10,0.015409543176897748,0.028691662594802533,0.00667218305170536,0.9909090995788574,9.300300518982112
pendigits,XGBoost,9892,1100,10,0.010984397538073157,0.02245573099378233,0.007935603149235249,0.9936363697052002,10.759615654940717
robert,CatBoost,9000,1000,10,0.593931212070069,1.30902802201355,0.050511449575424194,0.5450000166893005,7.917234537075274
robert,ExtraTrees,9000,1000,10,0.6689939804616458,1.5353038463789352,0.07318590581417084,0.4690000116825104,9.577892323955894
robert,LightGBM,9000,1000,10,0.5709449544049746,1.2561069429469858,0.030496271327137947,0.5569999814033508,9.280090757994913
robert,LinearModel,9000,1000,10,0.7800918219845565,1.8534139103184037,0.0928327888250351,0.3709999918937683,10.784291273914278
robert,NeuralNetFastAI,9000,1000,10,0.6576520839075496,1.4768079658242241,0.045044347643852234,0.4740000069141388,9.189529318944551
robert,NeuralNetTorch,9000,1000,10,0.6512124287843815,1.4747396837801847,0.054991815239191055,0.49300000071525574,7.701609343057498
robert,RandomForest,9000,1000,10,0.6741073125035195,1.5508325091949495,0.050111737102270126,0.4650000035762787,9.666362577932887
robert,XGBoost,9000,1000,10,0.6078348754820514,1.3461810142325739,0.052801210433244705,0.5210000276565552,7.050410727970302
satimage,CatBoost,5787,643,6,0.11722966297148245,0.2097508103687709,0.020553013309836388,0.9129082560539246,4.827398229041137
satimage,ExtraTrees,5787,643,6,0.1192712645294861,0.2114384872277225,0.017831692472100258,0.9097978472709656,4.229810990975238
satimage,LightGBM,5787,643,6,0.11943611829917603,0.21051133166565794,0.02137579396367073,0.9191290736198425,4.769718719995581
satimage,LinearModel,5787,643,6,0.1865393075198396,0.3324514799054745,0.03467362001538277,0.8569206595420837,5.548315554042347
satimage,NeuralNetFastAI,5787,643,6,0.10922624721167559,0.18597856941269497,0.02546452358365059,0.9222394824028015,4.494617011980154
satimage,NeuralNetTorch,5787,643,6,0.11354581834860775,0.19393205143065012,0.019579395651817322,0.9191290736198425,5.061658342019655
satimage,RandomForest,5787,643,6,0.12319961058088844,0.2204733716602936,0.01951984129846096,0.9191290736198425,4.4992030509747565
satimage,XGBoost,5787,643,6,0.11548210453721547,0.2200621527236747,0.018482116982340813,0.9253499507904053,4.752756419940852
segment,CatBoost,2079,231,7,0.029963192276104562,0.07274992835173962,0.02383558638393879,0.9870129823684692,2.5600395610090345
segment,ExtraTrees,2079,231,7,0.029049986839681616,0.0778617438687934,0.018116995692253113,0.9783549904823303,2.1294682630104944
segment,LightGBM,2079,231,7,0.0395184257586226,0.08735625919760648,0.016833774745464325,0.9783549904823303,2.673768827924505
segment,LinearModel,2079,231,7,0.04438084350973807,0.09424785016954343,0.03333766385912895,0.9740259647369385,2.929270477965474
segment,NeuralNetFastAI,2079,231,7,0.03313063237432418,0.06909689719503725,0.02863163687288761,0.9870129823684692,2.86040766898077
segment,NeuralNetTorch,2079,231,7,0.0310588890930076,0.06698389584961739,0.03001047670841217,0.9913420081138611,2.5985343899810687
segment,RandomForest,2079,231,7,0.03235546717063558,0.08020343635183164,0.020612508058547974,0.9783549904823303,2.3249302490148693
segment,XGBoost,2079,231,7,0.039391733997189884,0.08252998952902989,0.013287308625876904,0.9696969985961914,2.4462676820112392
semeion,CatBoost,1433,160,10,0.10027556471066652,0.2174524761782343,0.02275918796658516,0.9312499761581421,3.177041611983441
semeion,ExtraTrees,1433,160,10,0.15821748551950363,0.39273082377627777,0.05883222073316574,0.887499988079071,2.647799997939728
semeion,LightGBM,1433,160,10,0.13071719812321342,0.30055231422639106,0.0543513298034668,0.918749988079071,3.2237667629960924
semeion,LinearModel,1433,160,10,0.1352704906071598,0.2822526214590524,0.07281336188316345,0.9125000238418579,2.9987060119165108
semeion,NeuralNetFastAI,1433,160,10,0.10420235161169403,0.2174798071849028,0.0645248219370842,0.925000011920929,3.148626155918464
semeion,NeuralNetTorch,1433,160,10,0.1085097625911943,0.22525751877350525,0.0666312500834465,0.9312499761581421,2.849284249008633
semeion,RandomForest,1433,160,10,0.1653405920413785,0.4103151137556667,0.06850730627775192,0.8812500238418579,2.673296060063876
semeion,XGBoost,1433,160,10,0.13166199256155225,0.28701846464688946,0.04680204018950462,0.90625,3.1983820910099894
soybean,CatBoost,614,69,19,0.10491913660142577,0.15615884176599817,0.08356460928916931,0.9275362491607666,2.786066928994842
soybean,ExtraTrees,614,69,19,0.08668396184727607,0.13660446319223007,0.0494990311563015,0.9420289993286133,2.6584653930040076
soybean,LightGBM,614,69,19,0.07351851790231796,0.12339045836045041,0.04235805571079254,0.95652174949646,2.906656097038649
soybean,LinearModel,614,69,19,0.11491571351668077,0.2209362508980289,0.05406564101576805,0.9275362491607666,2.7932475310517475
soybean,NeuralNetFastAI,614,69,19,0.10121107081752498,0.1559213507786934,0.045355379581451416,0.9420289993286133,2.993218814022839
soybean,NeuralNetTorch,614,69,19,0.11586722619252832,0.1962482465395358,0.0733056589961052,0.9275362491607666,2.8931139649357647
soybean,RandomForest,614,69,19,0.09990468032542037,0.17304134850434566,0.08440529555082321,0.9420289993286133,2.658386586001143
soybean,XGBoost,614,69,19,0.09697365379417341,0.1715074033646018,0.0638069435954094,0.95652174949646,2.657047334010713
splice,CatBoost,2871,319,3,0.05806817714455721,0.11261977610916592,0.015453442931175232,0.962382435798645,1.5776749879587442
splice,ExtraTrees,2871,319,3,0.08307120960772713,0.15417986135037623,0.03324812650680542,0.9467084407806396,1.56459401990287
splice,LightGBM,2871,319,3,0.06142563867071572,0.1191287229743379,0.02170347236096859,0.9655172228813171,1.3811216880567372
splice,LinearModel,2871,319,3,0.09161733670131107,0.18225530876201324,0.028111319988965988,0.9435736536979675,1.9682773479726166
splice,NeuralNetFastAI,2871,319,3,0.05551785739780147,0.10848986343656744,0.024851351976394653,0.9592476487159729,1.3989645009860396
splice,NeuralNetTorch,2871,319,3,0.06504616880170262,0.12530426891315616,0.01892256736755371,0.9561128616333008,1.53726187790744
splice,RandomForest,2871,319,3,0.08228183958052643,0.148872769941672,0.020322542637586594,0.9435736536979675,1.5518847149796784
splice,XGBoost,2871,319,3,0.05254052178660878,0.10016743272875168,0.022824101150035858,0.9655172228813171,1.445232258993201
steel-plates-fault,CatBoost,1746,195,7,0.24175952297225028,0.4729825679064682,0.040356557816267014,0.8102564215660095,2.5313227840233594
steel-plates-fault,ExtraTrees,1746,195,7,0.26425261711229625,0.5080242078931773,0.09485320001840591,0.8153846263885498,2.3809720870340243
steel-plates-fault,LightGBM,1746,195,7,0.24513200661010243,0.489094794177724,0.044832486659288406,0.8205128312110901,2.494474546983838
steel-plates-fault,LinearModel,1746,195,7,0.3531175191335639,0.6659867463017971,0.08289924263954163,0.7487179636955261,2.726407327922061
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3043819752572429,0.5757509224820113,0.08790747821331024,0.800000011920929,2.4573990020435303
steel-plates-fault,NeuralNetTorch,1746,195,7,0.33178237477704237,0.6137520027055815,0.06604752689599991,0.7333333492279053,2.2768235149560496
steel-plates-fault,RandomForest,1746,195,7,0.2510903862290998,0.48406419004815954,0.048146482557058334,0.8256410360336304,2.192648116964847
steel-plates-fault,XGBoost,1746,195,7,0.24249943284711536,0.4823565684137026,0.06430660933256149,0.8205128312110901,2.5284784300019965
synthetic_control,CatBoost,540,60,6,0.0030427674215713603,0.012333433547253364,0.011245003901422024,1.0,1.0218695410294458
synthetic_control,ExtraTrees,540,60,6,0.005639020863437702,0.025348186958397925,0.023683372884988785,1.0,0.9123067370383069
synthetic_control,LightGBM,540,60,6,2.3650919384065395e-05,0.0007394988625896164,0.0007336735725402832,1.0,0.9976319919805974
synthetic_control,LinearModel,540,60,6,0.0013676956318522014,0.010043792731362938,0.009665269404649734,1.0,1.1070501500507817
synthetic_control,NeuralNetFastAI,540,60,6,9.907233742948721e-05,0.0013196240531849746,0.0012908577919006348,1.0,0.9185865978943184
synthetic_control,NeuralNetTorch,540,60,6,0.013374059125250774,0.02566471791695884,0.02122390829026699,1.0,0.9155798169085756
synthetic_control,RandomForest,540,60,6,0.008192020082415563,0.034794120339466966,0.03227558732032776,1.0,0.9567587620113045
synthetic_control,XGBoost,540,60,6,0.010861493136993602,0.025567878140990718,0.019695507362484932,0.9833333492279053,0.8594628099817783
texture,CatBoost,4950,550,11,0.010839129721987502,0.02161502076710781,0.007168195676058531,0.9927272796630859,7.1378675570013
texture,ExtraTrees,4950,550,11,0.021405480222454153,0.04137371271177496,0.01201651245355606,0.9854545593261719,5.479127830010839
texture,LightGBM,4950,550,11,0.006061056297775293,0.014310053523222179,0.004874724894762039,0.996363639831543,6.72887950099539
texture,LinearModel,4950,550,11,0.007368879616888884,0.014109872874402875,0.0034706888254731894,0.9945454597473145,5.534104062011465
texture,NeuralNetFastAI,4950,550,11,0.005809501653402032,0.010260969328350113,0.003789088223129511,0.996363639831543,5.598458667984232
texture,NeuralNetTorch,4950,550,11,0.004015880593205395,0.006675790447674991,0.0019317506812512875,0.9981818199157715,6.555860602995381
texture,RandomForest,4950,550,11,0.02927486088025886,0.054955909576642564,0.019101988524198532,0.9818181991577148,5.818146907025948
texture,XGBoost,4950,550,11,0.014107208086852428,0.029842081016682547,0.008311064913868904,0.9890909194946289,7.080620018998161
vehicle,CatBoost,761,85,4,0.27193955361475974,0.44694368774488324,0.08108671009540558,0.7882353067398071,0.6916170939803123
vehicle,ExtraTrees,761,85,4,0.26788519093765567,0.5116367319138994,0.06651821732521057,0.800000011920929,0.7918321490287781
vehicle,LightGBM,761,85,4,0.26539180421224806,0.4204014538738166,0.0778559148311615,0.8235294222831726,0.7377625500084832
vehicle,LinearModel,761,85,4,0.2104408350243792,0.34431099265400855,0.07890608161687851,0.8470588326454163,0.7945650019682944
vehicle,NeuralNetFastAI,761,85,4,0.1806429192169825,0.32909203948612853,0.06646780669689178,0.8941176533699036,0.83929274789989
vehicle,NeuralNetTorch,761,85,4,0.180922909785132,0.30174853861010326,0.058041591197252274,0.8705882430076599,0.7564190430566669
vehicle,RandomForest,761,85,4,0.27679036425107956,0.48151958650941706,0.07854481786489487,0.7764706015586853,0.7733035699930042
vehicle,XGBoost,761,85,4,0.28785122793545037,0.48318239132138213,0.0653214380145073,0.800000011920929,0.7015221790643409
volcanoes-a2,CatBoost,1460,163,5,0.11404006646908077,0.24863569152226786,0.05020173639059067,0.9018405079841614,1.0591410209890455
volcanoes-a2,ExtraTrees,1460,163,5,0.11353819842265585,0.2493567708358415,0.041651543229818344,0.9141104221343994,1.3161215360742062
volcanoes-a2,LightGBM,1460,163,5,0.10860991387244957,0.2368184345158874,0.04987480863928795,0.9202454090118408,1.29061923106201
volcanoes-a2,LinearModel,1460,163,5,0.11059442242304955,0.2441145770516727,0.050693970173597336,0.9202454090118408,1.5310365449404344
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.110656524632787,0.24272657024242603,0.0424947626888752,0.9141104221343994,1.1233135330257937
volcanoes-a2,NeuralNetTorch,1460,163,5,0.11053102835424798,0.24086082285460836,0.05201712250709534,0.9263803958892822,1.3126688189804554
volcanoes-a2,RandomForest,1460,163,5,0.11557780256142122,0.25229970822660436,0.06221422553062439,0.9141104221343994,1.29698964394629
volcanoes-a2,XGBoost,1460,163,5,0.1135085880185922,0.2585919203742123,0.037038013339042664,0.9141104221343994,1.173905270989053
volcanoes-a3,CatBoost,1368,153,5,0.1397419860787369,0.29691272241719857,0.056062813848257065,0.8954248428344727,1.063108035014011
volcanoes-a3,ExtraTrees,1368,153,5,0.14006573477505793,0.30994398797027745,0.05738694593310356,0.9019607901573181,1.446511582005769
volcanoes-a3,LightGBM,1368,153,5,0.14032548722834354,0.2995112382401864,0.059605784714221954,0.8954248428344727,1.1503279660828412
volcanoes-a3,LinearModel,1368,153,5,0.14206084488555484,0.3160801051556076,0.04659860581159592,0.8823529481887817,1.1361454620491713
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14212570567812827,0.31942460660914807,0.0479360967874527,0.8888888955116272,1.0836296250345185
volcanoes-a3,NeuralNetTorch,1368,153,5,0.1388570748132807,0.30302247989920117,0.044096436351537704,0.8888888955116272,1.5271086010616273
volcanoes-a3,RandomForest,1368,153,5,0.1395750347121588,0.29772694462551436,0.07350325584411621,0.8823529481887817,1.197944342973642
volcanoes-a3,XGBoost,1368,153,5,0.14538479002856977,0.3126387011550691,0.04850057512521744,0.8823529481887817,0.9605358599219471
volcanoes-a4,CatBoost,1363,152,5,0.1314139357175561,0.30962407064140957,0.04436245560646057,0.9144737124443054,1.149014295078814
volcanoes-a4,ExtraTrees,1363,152,5,0.13150033540389067,0.30298946789729797,0.05229366570711136,0.9144737124443054,1.266534214024432
volcanoes-a4,LightGBM,1363,152,5,0.12924646540829868,0.29577350310153866,0.0518212728202343,0.9144737124443054,1.0812083209166303
volcanoes-a4,LinearModel,1363,152,5,0.1319948104161018,0.30635192603687555,0.03885524347424507,0.9078947305679321,1.0226456060772762
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13039783277066147,0.3071476203377706,0.058259326964616776,0.9078947305679321,1.2409463729709387
volcanoes-a4,NeuralNetTorch,1363,152,5,0.12927679105702927,0.2933995982148104,0.061950016766786575,0.9144737124443054,1.2747834860347211
volcanoes-a4,RandomForest,1363,152,5,0.13565479486575194,0.31674920905781223,0.04338730126619339,0.9078947305679321,1.3093025160487741
volcanoes-a4,XGBoost,1363,152,5,0.13519933213142876,0.3230898181028985,0.04424579441547394,0.9144737124443054,0.9324741179589182
