dataset,model,cal_size,test_size,n_classes,LightGBM_brier,LightGBM_logloss,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
fabert,NeuralNetFastAI,7413,824,7,0.3814685349235142,0.7695901039257511,0.0396648533642292,0.7135922312736511,1.496902272105217
fabert,NeuralNetTorch,7413,824,7,0.4165946605801806,0.8467163197496398,0.06643852591514587,0.6893203854560852,1.4481466077268124
fabert,RandomForest,7413,824,7,0.37870565628990255,0.7507994896868335,0.03374883905053139,0.7172330021858215,1.5661521889269352
fabert,XGBoost,7413,824,7,0.3551069681051761,0.7222966607423525,0.04371439293026924,0.7330096960067749,1.5343647338449955
first-order-theorem-proving,CatBoost,5506,612,6,0.5059258768813593,1.0468766162147822,0.04418090358376503,0.6192810535430908,0.9395760148763657
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5111841915140498,1.0530792364586228,0.043188367038965225,0.5964052081108093,0.9135389104485512
first-order-theorem-proving,LightGBM,5506,612,6,0.5102649888707417,1.0556686495018066,0.04601700231432915,0.6209150552749634,0.9621759317815304
first-order-theorem-proving,LinearModel,5506,612,6,0.6253611293610527,1.3271397376009832,0.05914191156625748,0.516339898109436,1.045604806393385
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5587491796928208,1.1658443032699817,0.04873824492096901,0.5735294222831726,0.8792793452739716
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5490393401518937,1.140057659158142,0.03238475322723389,0.5620915293693542,0.9180154986679554
first-order-theorem-proving,RandomForest,5506,612,6,0.513325947272707,1.050229102958986,0.04501369595527649,0.5996732115745544,0.9545006677508354
first-order-theorem-proving,XGBoost,5506,612,6,0.5020828613836311,1.0383646220029112,0.037511542439460754,0.6241829991340637,0.9578412733972073
har,CatBoost,9269,1030,6,0.004127979455614899,0.008357947147185601,0.0052001820877194405,0.9970873594284058,1.195681095123291
har,ExtraTrees,9269,1030,6,0.019250251384650283,0.03272816066918887,0.007254783995449543,0.9864077568054199,1.076568990945816
har,LightGBM,9269,1030,6,0.0024926994773430936,0.004904683499175697,0.00307868723757565,0.9990290999412537,1.1110974624752998
har,LinearModel,9269,1030,6,0.013828892602532873,0.02636427274265838,0.007637941278517246,0.9922330379486084,1.1144295148551464
har,NeuralNetFastAI,9269,1030,6,0.006773636386306062,0.015698382764324073,0.008846434764564037,0.9970873594284058,1.0626447051763535
har,NeuralNetTorch,9269,1030,6,0.008334457763766625,0.015183371770257581,0.004468245431780815,0.9941747784614563,1.2057413533329964
har,RandomForest,9269,1030,6,0.03077265694363188,0.05487429033455645,0.006335805170238018,0.9796116352081299,1.0847432650625706
har,XGBoost,9269,1030,6,0.006102317390037884,0.011752646152833212,0.007290577050298452,0.9961165189743042,1.4001945666968822
isolet,CatBoost,7017,780,26,0.06908350440701493,0.12769724249542644,0.023369422182440758,0.9474359154701233,9.370574038475752
isolet,ExtraTrees,7017,780,26,0.07859211846611705,0.16741501368193318,0.022438498213887215,0.949999988079071,6.088319022208452
isolet,LightGBM,7017,780,26,0.054146632077308215,0.11784827877723823,0.01580013893544674,0.964102566242218,8.545200850814581
isolet,LinearModel,7017,780,26,0.05784436583925445,0.12627043697809634,0.018679970875382423,0.964102566242218,10.2480663433671
isolet,NeuralNetFastAI,7017,780,26,0.040942878518578064,0.08143308996604504,0.014889108948409557,0.9730769395828247,9.71646273136139
isolet,NeuralNetTorch,7017,780,26,0.06211942406450725,0.1390978584875489,0.019382460042834282,0.964102566242218,8.963130753487349
isolet,RandomForest,7017,780,26,0.10409479626573442,0.23241416769687084,0.02237902581691742,0.9230769276618958,5.815654773265123
isolet,XGBoost,7017,780,26,0.06443252043601394,0.13768143904929164,0.01871749944984913,0.9525641202926636,8.630683857947588
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.14318813219131568,0.21718338627412498,0.015807490795850754,0.8895582556724548,2.55584067478776
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.1553768590952469,0.24910476676898222,0.012482937425374985,0.8850959539413452,2.605143431574106
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.12180726898069516,0.18434381727926882,0.018120093271136284,0.9067380428314209,2.5136751495301723
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.39522711989499115,0.6597099958512356,0.019056497141718864,0.695671558380127,2.587791983038187
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.09672204515887677,0.14510521372034205,0.007979992777109146,0.9192324876785278,2.4409334287047386
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.024023256334239605,0.04105738804182862,0.011815637350082397,0.9850513339042664,2.3807478211820126
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.1635035730047154,0.2627795690840637,0.011790692806243896,0.8755019903182983,2.6458318680524826
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.12546020075731226,0.18631259694241928,0.013501940295100212,0.898259699344635,2.522407542914152
kr-vs-k,CatBoost,25250,2806,18,0.13090345060819822,0.33612417687392065,0.06411588937044144,0.9166072607040405,9.964467663317919
kr-vs-k,ExtraTrees,25250,2806,18,0.15723406626526726,0.31916943464783404,0.015905197709798813,0.8891660571098328,10.385236270725727
kr-vs-k,LightGBM,25250,2806,18,0.11369069398445882,0.24176848022122918,0.03798774257302284,0.927655041217804,10.609509449452162
kr-vs-k,LinearModel,25250,2806,18,0.6894312762650051,1.5173165920727163,0.06179630011320114,0.45759087800979614,13.24908497184515
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.16109838297033324,0.32113159947612624,0.06377872079610825,0.8909479975700378,12.268103819340467
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11398546149128659,0.21705015819668058,0.04497874155640602,0.9248039722442627,10.869861643761396
kr-vs-k,RandomForest,25250,2806,18,0.15831341055624598,0.3366918315072121,0.022686345502734184,0.8895224332809448,8.1864540502429
kr-vs-k,XGBoost,25250,2806,18,0.1259530452968114,0.3121082358531221,0.0972466766834259,0.927655041217804,10.304676722735167
led24,CatBoost,2880,320,10,0.3991552739266929,0.8372293318945125,0.06496669352054596,0.731249988079071,1.2975672595202923
led24,ExtraTrees,2880,320,10,0.4073952090570572,0.8510626527756491,0.05896266922354698,0.7124999761581421,1.2691807001829147
led24,LightGBM,2880,320,10,0.400155642239908,0.8516472024623869,0.06433846801519394,0.7250000238418579,1.290345586836338
led24,LinearModel,2880,320,10,0.39668945026333124,0.8171936593169937,0.0750172883272171,0.7124999761581421,1.2317073121666908
led24,NeuralNetFastAI,2880,320,10,0.39008177087116075,0.8092836757873446,0.05952177569270134,0.7250000238418579,1.3070591054856777
led24,NeuralNetTorch,2880,320,10,0.3979563354889151,0.8233102055294953,0.038946084678173065,0.721875011920929,1.3260534927248955
led24,RandomForest,2880,320,10,0.40924008254141386,0.858699776919206,0.0660766065120697,0.721875011920929,1.2835362032055855
led24,XGBoost,2880,320,10,0.40905515876611254,0.8792564422735536,0.06408287584781647,0.71875,1.3111393228173256
letter,CatBoost,18000,2000,26,0.03271859588541709,0.06966483982837511,0.007037426345050335,0.9764999747276306,19.097388837486506
letter,ExtraTrees,18000,2000,26,0.04133311406677063,0.08554782542785126,0.005545174237340689,0.9735000133514404,13.222259908914566
letter,LightGBM,18000,2000,26,0.03284210426560462,0.07297062880679372,0.008085688576102257,0.9789999723434448,17.73851552605629
letter,LinearModel,18000,2000,26,0.15821866148022565,0.34533559120432,0.019422220066189766,0.8870000243186951,24.817226987332106
letter,NeuralNetFastAI,18000,2000,26,0.020955683734547707,0.04798000250270783,0.008807530626654625,0.9865000247955322,14.208780940622091
letter,NeuralNetTorch,18000,2000,26,0.022604029004586464,0.045501521478313024,0.010410629212856293,0.9835000038146973,13.971467588096857
letter,RandomForest,18000,2000,26,0.053453995971416375,0.11907796213652225,0.010535662062466145,0.9674999713897705,12.32925247400999
letter,XGBoost,18000,2000,26,0.038946134564596765,0.08462082912298087,0.006912544369697571,0.972000002861023,17.507795803248882
mfeat-factors,CatBoost,1800,200,10,0.04766848625178504,0.13045537917378788,0.016255002468824387,0.9750000238418579,0.925506841391325
mfeat-factors,ExtraTrees,1800,200,10,0.05078205611130434,0.13670418780815793,0.021379146724939346,0.9700000286102295,0.9680984579026699
mfeat-factors,LightGBM,1800,200,10,0.04284041124084325,0.12464723783413262,0.015365485101938248,0.9800000190734863,0.9404728226363659
mfeat-factors,LinearModel,1800,200,10,0.03402948262108335,0.09291167778815083,0.013974890112876892,0.9750000238418579,0.9886662922799587
mfeat-factors,NeuralNetFastAI,1800,200,10,0.03292177727843143,0.05929667673072668,0.02311970852315426,0.9750000238418579,0.9430540017783642
mfeat-factors,NeuralNetTorch,1800,200,10,0.030383721931604726,0.10345215006438818,0.011469992808997631,0.9850000143051147,0.9148417636752129
mfeat-factors,RandomForest,1800,200,10,0.04799023821212283,0.1199533100171902,0.02017482928931713,0.9750000238418579,0.7527218237519264
mfeat-factors,XGBoost,1800,200,10,0.04725530908174501,0.13685148411494782,0.020333237946033478,0.9700000286102295,0.9021634869277477
micro-mass,CatBoost,513,58,20,0.08729048132683424,0.1817548657430116,0.08633702993392944,0.9482758641242981,1.1476104855537415
micro-mass,ExtraTrees,513,58,20,0.10664834600921828,0.22739382347510464,0.0500270314514637,0.931034505367279,0.9280325286090374
micro-mass,LightGBM,513,58,20,0.11301043099059971,0.24245827453151908,0.10260219871997833,0.9137930870056152,1.0699406787753105
micro-mass,LinearModel,513,58,20,0.10164014238759626,0.25700700810296373,0.051483042538166046,0.931034505367279,1.1235968470573425
micro-mass,NeuralNetFastAI,513,58,20,0.23626563706882858,0.5060555629829047,0.11093214899301529,0.8448275923728943,1.1992488019168377
micro-mass,NeuralNetTorch,513,58,20,0.07967124986897302,0.20464565773811746,0.06910453736782074,0.931034505367279,1.0940771959722042
micro-mass,RandomForest,513,58,20,0.09993564137448276,0.20306227831644347,0.07631503790616989,0.8965517282485962,0.8514085747301579
micro-mass,XGBoost,513,58,20,0.14451609240189714,0.2884471489514792,0.0667770653963089,0.8965517282485962,1.1683186516165733
microaggregation2,CatBoost,18000,2000,5,0.4808594808251093,0.9049129575339102,0.01447969675064087,0.640500009059906,1.9577532261610031
microaggregation2,ExtraTrees,18000,2000,5,0.49091615121503673,0.9300703308568017,0.022500021383166313,0.6255000233650208,1.8985587134957314
microaggregation2,LightGBM,18000,2000,5,0.4779543340143439,0.8977113192226142,0.024553652852773666,0.6420000195503235,2.006719797849655
microaggregation2,LinearModel,18000,2000,5,0.5465657160022165,1.0314210110376132,0.017515329644083977,0.5835000276565552,2.009754501283169
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4580560713100842,0.860012292565961,0.023367390036582947,0.6495000123977661,2.088623322546482
microaggregation2,NeuralNetTorch,18000,2000,5,0.46718148034152396,0.8768710481893702,0.018537677824497223,0.640999972820282,1.9983583688735962
microaggregation2,RandomForest,18000,2000,5,0.49281362523857536,0.9347129178006115,0.024226702749729156,0.6330000162124634,1.9045615904033184
microaggregation2,XGBoost,18000,2000,5,0.4805511984409265,0.9044304974164539,0.019191542640328407,0.6359999775886536,2.0081186816096306
okcupid-stem,CatBoost,45710,5079,3,0.33574597711889503,0.5632201428032961,0.016451777890324593,0.7611734867095947,2.7523700296878815
okcupid-stem,ExtraTrees,45710,5079,3,0.3550743936926942,0.5909360779213532,0.01732701249420643,0.7454223036766052,2.7541901506483555
okcupid-stem,LightGBM,45710,5079,3,0.33854317146557744,0.5651068580618495,0.013382188975811005,0.7613703608512878,2.7952503338456154
okcupid-stem,LinearModel,45710,5079,3,0.3440498452011817,0.5743524436981394,0.011752288788557053,0.7558574676513672,2.7740328572690487
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34215401545610014,0.5705970810231862,0.014313681051135063,0.7580232620239258,2.738029532134533
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3370567843336128,0.5637122284550794,0.011709367856383324,0.7635361552238464,2.764382977038622
okcupid-stem,RandomForest,45710,5079,3,0.35419796325125213,0.5898322298622676,0.010432310402393341,0.7466036677360535,2.755558058619499
okcupid-stem,XGBoost,45710,5079,3,0.33903964771121203,0.5662274577958258,0.012076852843165398,0.7601889967918396,2.7426249608397484
optdigits,CatBoost,5058,562,10,0.020516361334178168,0.0466002968147707,0.011499006301164627,0.9857650995254517,1.6896950043737888
optdigits,ExtraTrees,5058,562,10,0.019810934021115632,0.05087109301200391,0.010191650129854679,0.982206404209137,1.359823003411293
optdigits,LightGBM,5058,562,10,0.016987881534370853,0.045721534315736716,0.008516750298440456,0.9893238544464111,1.6147021874785423
optdigits,LinearModel,5058,562,10,0.05208656900336468,0.09231847019936455,0.01728825271129608,0.9626334309577942,1.9153880216181278
optdigits,NeuralNetFastAI,5058,562,10,0.02267258344246896,0.043144084092700596,0.009453289210796356,0.9875444769859314,1.595161747187376
optdigits,NeuralNetTorch,5058,562,10,0.01685965333403809,0.040543491496630106,0.01257648877799511,0.9928825497627258,1.67905767634511
optdigits,RandomForest,5058,562,10,0.03361232189700826,0.07993433418025345,0.013786866329610348,0.982206404209137,1.489952702075243
optdigits,XGBoost,5058,562,10,0.028763141634688943,0.059967671862618505,0.013034789822995663,0.9786477088928223,1.6498193629086018
page-blocks,CatBoost,4925,548,5,0.04321592720548758,0.09157656664156459,0.01770484447479248,0.9689781069755554,0.5621792115271091
page-blocks,ExtraTrees,4925,548,5,0.043791600270414004,0.0946452925517334,0.011275547556579113,0.970802903175354,0.5373989716172218
page-blocks,LightGBM,4925,548,5,0.04107517360224058,0.08703865990884109,0.019683238118886948,0.974452555179596,0.5424541532993317
page-blocks,LinearModel,4925,548,5,0.04260813011175596,0.0908914163532721,0.016423385590314865,0.9689781069755554,0.6047970242798328
page-blocks,NeuralNetFastAI,4925,548,5,0.048606470218494256,0.10283982339738164,0.00802866742014885,0.9671533107757568,0.5661516562104225
page-blocks,NeuralNetTorch,4925,548,5,0.03926942519061373,0.08346302475061314,0.01399320550262928,0.9726277589797974,0.5730261169373989
page-blocks,RandomForest,4925,548,5,0.03961971035914048,0.08418790245170399,0.011018011718988419,0.9762773513793945,0.4600445032119751
page-blocks,XGBoost,4925,548,5,0.04178512609661636,0.08741078198701217,0.008891794830560684,0.9762773513793945,0.5522494912147522
pendigits,CatBoost,9892,1100,10,0.005716462063814065,0.01296207268831212,0.005751261953264475,0.9972727298736572,2.632909409701824
pendigits,ExtraTrees,9892,1100,10,0.009217483374847294,0.023051515625449038,0.003273828187957406,0.9945454597473145,2.008481301367283
pendigits,LightGBM,9892,1100,10,0.008012237795553519,0.015144811321987655,0.00409961212426424,0.9954545497894287,2.6143782548606396
pendigits,LinearModel,9892,1100,10,0.04203278377436921,0.09675367194705338,0.01626988686621189,0.9772727489471436,2.5784354098141193
pendigits,NeuralNetFastAI,9892,1100,10,0.007014042589240102,0.014107893378998579,0.003926288802176714,0.9936363697052002,2.636641778051853
pendigits,NeuralNetTorch,9892,1100,10,0.005758795841099571,0.012134303056074587,0.006226814817637205,0.9972727298736572,2.5461535826325417
pendigits,RandomForest,9892,1100,10,0.017533988195140078,0.03519448936009246,0.005315570626407862,0.9900000095367432,2.1140707843005657
pendigits,XGBoost,9892,1100,10,0.012280506872585379,0.02724783535150202,0.007052285596728325,0.9909090995788574,2.5634315460920334
robert,CatBoost,9000,1000,10,0.5927294943930433,1.3130079519291102,0.04507053643465042,0.5490000247955322,2.8006135560572147
robert,ExtraTrees,9000,1000,10,0.6568094323429856,1.504473701961163,0.059340063482522964,0.4970000088214874,2.871648918837309
robert,LightGBM,9000,1000,10,0.5731523794804111,1.2612657050930656,0.04471058398485184,0.5580000281333923,2.8897098675370216
robert,LinearModel,9000,1000,10,0.7641579308447208,1.7690941263118305,0.0831664428114891,0.3709999918937683,2.9028449542820454
robert,NeuralNetFastAI,9000,1000,10,0.6594186363464614,1.489076804024032,0.059177663177251816,0.48500001430511475,2.628754459321499
robert,NeuralNetTorch,9000,1000,10,0.6483965629581595,1.4632394329763152,0.05712897330522537,0.49799999594688416,2.6247338950634003
robert,RandomForest,9000,1000,10,0.6672310017467071,1.5327915350035584,0.04732890799641609,0.4749999940395355,2.658609092235565
robert,XGBoost,9000,1000,10,0.6036166079771562,1.3364870336805381,0.042670994997024536,0.5260000228881836,3.0186611749231815
satimage,CatBoost,5787,643,6,0.11835907853723039,0.21171822355165346,0.03525329381227493,0.914463460445404,1.0810031294822693
satimage,ExtraTrees,5787,643,6,0.11738928189668736,0.21439645658064632,0.01822575181722641,0.9222394824028015,0.8798336498439312
satimage,LightGBM,5787,643,6,0.11493486134097429,0.2072752476287217,0.01993451453745365,0.923794686794281,1.124075185507536
satimage,LinearModel,5787,643,6,0.17387686574388253,0.2939790227619543,0.025995977222919464,0.8693623542785645,1.1540751904249191
satimage,NeuralNetFastAI,5787,643,6,0.11151069839779677,0.19050362937473636,0.026097595691680908,0.9253499507904053,1.0096375197172165
satimage,NeuralNetTorch,5787,643,6,0.11212288701794774,0.19321787733107168,0.016171852126717567,0.9191290736198425,0.8841587044298649
satimage,RandomForest,5787,643,6,0.11836074153677936,0.2116722654527989,0.017333831638097763,0.9253499507904053,0.9192257225513458
satimage,XGBoost,5787,643,6,0.11622535828181751,0.22134792417460342,0.023193763568997383,0.9284603595733643,1.0993912406265736
segment,CatBoost,2079,231,7,0.028971916045304233,0.07118624708552562,0.01740800216794014,0.9870129823684692,0.6565627045929432
segment,ExtraTrees,2079,231,7,0.028548167757729236,0.07136980173826969,0.016503868624567986,0.9783549904823303,0.5469952411949635
segment,LightGBM,2079,231,7,0.04069089577105068,0.0953062576173314,0.012714462354779243,0.9696969985961914,0.6518000587821007
segment,LinearModel,2079,231,7,0.042559403748914454,0.09368641250051302,0.021593134850263596,0.9740259647369385,0.5917290523648262
segment,NeuralNetFastAI,2079,231,7,0.04314669427464336,0.0811925434123994,0.032940030097961426,0.9740259647369385,0.6420766972005367
segment,NeuralNetTorch,2079,231,7,0.029233540594224866,0.06899175957411746,0.026866402477025986,0.9826839566230774,0.6624095812439919
segment,RandomForest,2079,231,7,0.0330493254965499,0.0817099279677684,0.024323299527168274,0.9783549904823303,0.5526531226933002
segment,XGBoost,2079,231,7,0.04088487396125978,0.0857456608452791,0.024259215220808983,0.9740259647369385,0.6635024659335613
semeion,CatBoost,1433,160,10,0.10014003847810589,0.22931327497330578,0.039727743715047836,0.9375,0.8541745096445084
semeion,ExtraTrees,1433,160,10,0.14898204773382942,0.37626114008285283,0.04466564580798149,0.8999999761581421,0.9196815863251686
semeion,LightGBM,1433,160,10,0.1264937339250198,0.3144144598470223,0.07016662508249283,0.925000011920929,0.8498717322945595
semeion,LinearModel,1433,160,10,0.12162169441287567,0.25603422406664444,0.04159710928797722,0.9125000238418579,0.952024519443512
semeion,NeuralNetFastAI,1433,160,10,0.10197264677162321,0.2133028264084525,0.06665240973234177,0.9125000238418579,0.8582753650844097
semeion,NeuralNetTorch,1433,160,10,0.10415257770423,0.22269333976034478,0.053279947489500046,0.9125000238418579,0.8259994983673096
semeion,RandomForest,1433,160,10,0.15800995866734385,0.3970703745585479,0.039415162056684494,0.8999999761581421,0.9237432777881622
semeion,XGBoost,1433,160,10,0.12679741258379637,0.309100356728901,0.031178444623947144,0.918749988079071,0.894675362855196
soybean,CatBoost,614,69,19,0.1171411856400787,0.18858787135288127,0.06640208512544632,0.8985507488250732,1.220547080039978
soybean,ExtraTrees,614,69,19,0.12955515280397506,0.23265338572836183,0.09100637584924698,0.9420289993286133,0.4014987014234066
soybean,LightGBM,614,69,19,0.060424587979107665,0.11590846522716856,0.053855109959840775,0.9710144996643066,1.1406857334077358
soybean,LinearModel,614,69,19,0.1141660276697452,0.2603675849630684,0.04451907053589821,0.9275362491607666,1.2820434160530567
soybean,NeuralNetFastAI,614,69,19,0.0983753662066508,0.2126188580229802,0.0639309361577034,0.9275362491607666,1.2376802489161491
soybean,NeuralNetTorch,614,69,19,0.11433288106255518,0.23102392865247387,0.05217023938894272,0.9275362491607666,0.6590625755488873
soybean,RandomForest,614,69,19,0.13714104302913152,0.2758170107329111,0.11470936238765717,0.9275362491607666,0.4258345402777195
soybean,XGBoost,614,69,19,0.11162847529604973,0.24005496061049464,0.046305861324071884,0.8985507488250732,1.2121157310903072
splice,CatBoost,2871,319,3,0.05582678870940968,0.11015844572021885,0.019884305074810982,0.962382435798645,0.2772784195840359
splice,ExtraTrees,2871,319,3,0.08287086507956695,0.16202245624216977,0.03381766006350517,0.9435736536979675,0.2811144329607487
splice,LightGBM,2871,319,3,0.06305498978954197,0.12033889747363896,0.0193316750228405,0.9592476487159729,0.2661120742559433
splice,LinearModel,2871,319,3,0.09911929321898191,0.19563809273965121,0.03532039746642113,0.9341692924499512,0.28335658833384514
splice,NeuralNetFastAI,2871,319,3,0.055970507812441804,0.1045169326145555,0.03694729134440422,0.9561128616333008,0.27741749957203865
splice,NeuralNetTorch,2871,319,3,0.06805889276726217,0.13505644401612324,0.014177794568240643,0.9592476487159729,0.2891588769853115
splice,RandomForest,2871,319,3,0.07935633866136003,0.14211340215315665,0.028381211683154106,0.9373040795326233,0.29571152850985527
splice,XGBoost,2871,319,3,0.0571023330274365,0.10745294353657382,0.021327383816242218,0.9655172228813171,0.28939981386065483
steel-plates-fault,CatBoost,1746,195,7,0.2503331299436084,0.48720399952933774,0.06189119815826416,0.8256410360336304,0.5843032486736774
steel-plates-fault,ExtraTrees,1746,195,7,0.26304321441050676,0.4929525275935834,0.0792422741651535,0.800000011920929,0.5647142231464386
steel-plates-fault,LightGBM,1746,195,7,0.2622212747528725,0.5131122804341222,0.03895379230380058,0.8153846263885498,0.5825517363846302
steel-plates-fault,LinearModel,1746,195,7,0.36198733163376695,0.6844230806298545,0.07288261502981186,0.7128205299377441,0.6164701245725155
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3135780923108508,0.5895582828226439,0.050370216369628906,0.764102578163147,0.5818518809974194
steel-plates-fault,NeuralNetTorch,1746,195,7,0.34915075305533316,0.6561379421390542,0.06834881752729416,0.7076923251152039,0.5477298498153687
steel-plates-fault,RandomForest,1746,195,7,0.2530709682429703,0.48726299510621035,0.0658252164721489,0.8153846263885498,0.5982394404709339
steel-plates-fault,XGBoost,1746,195,7,0.24822146834101083,0.496001611160888,0.05807765573263168,0.8051282167434692,0.5668827891349792
synthetic_control,CatBoost,540,60,6,0.0012094960777613935,0.013362134433916678,0.01295116264373064,1.0,0.2264646701514721
synthetic_control,ExtraTrees,540,60,6,0.003984266045343935,0.021998681406769274,0.020639657974243164,1.0,0.18433495610952377
synthetic_control,LightGBM,540,60,6,4.844972179320926e-05,0.006302874716546463,0.0062825679779052734,1.0,0.24671103060245514
synthetic_control,LinearModel,540,60,6,0.0005822258598236496,0.010965528640887774,0.01075008325278759,1.0,0.2115812450647354
synthetic_control,NeuralNetFastAI,540,60,6,0.0005577784220022551,0.0064817406107390806,0.006291566416621208,1.0,0.20792558416724205
synthetic_control,NeuralNetTorch,540,60,6,0.01572283165550426,0.030217172315690037,0.02445855736732483,1.0,0.13713470846414566
synthetic_control,RandomForest,540,60,6,0.0014745001322217818,0.010793377703083569,0.01035302598029375,1.0,0.17451585456728935
synthetic_control,XGBoost,540,60,6,0.0004362256021462657,0.010985407032154127,0.01082842517644167,1.0,0.22803886979818344
texture,CatBoost,4950,550,11,0.016602336106292165,0.027101391119609214,0.007037777453660965,0.9872727394104004,2.069595817476511
texture,ExtraTrees,4950,550,11,0.02628189714044269,0.04508191941186094,0.008208583109080791,0.9800000190734863,1.3643252477049828
texture,LightGBM,4950,550,11,0.00677499890750731,0.01782329892009286,0.0042531369253993034,0.9945454597473145,1.4480293057858944
texture,LinearModel,4950,550,11,0.007182398227971297,0.01493576632327729,0.0029483058024197817,0.9945454597473145,1.2887262627482414
texture,NeuralNetFastAI,4950,550,11,0.01052670239230312,0.026499359611511963,0.005166769027709961,0.9945454597473145,1.385300412774086
texture,NeuralNetTorch,4950,550,11,0.0038848890280777574,0.005800065008948605,0.002900737803429365,0.996363639831543,1.9867306053638458
texture,RandomForest,4950,550,11,0.025675582010203826,0.04962595294887035,0.008300261572003365,0.9854545593261719,1.306307964026928
texture,XGBoost,4950,550,11,0.015988817370192622,0.032720889855070504,0.006748533807694912,0.9890909194946289,1.9657527022063732
vehicle,CatBoost,761,85,4,0.27132480957903776,0.4511751395427002,0.08498060703277588,0.7882353067398071,0.18417689949274063
vehicle,ExtraTrees,761,85,4,0.2684853608663144,0.4713988717378954,0.05799378082156181,0.7882353067398071,0.18544704094529152
vehicle,LightGBM,761,85,4,0.2867050627289934,0.431041317009496,0.12403334677219391,0.7411764860153198,0.21750855818390846
vehicle,LinearModel,761,85,4,0.21850900356736014,0.35754851611070954,0.10463683307170868,0.8117647171020508,0.18397068977355957
vehicle,NeuralNetFastAI,761,85,4,0.2159495563415091,0.3632155372688462,0.07829035818576813,0.8235294222831726,0.19554922357201576
vehicle,NeuralNetTorch,761,85,4,0.19019038350944872,0.33241498205015696,0.047617699950933456,0.8588235378265381,0.17682301253080368
vehicle,RandomForest,761,85,4,0.2681743206613237,0.45960588343369313,0.07376818358898163,0.800000011920929,0.20062781125307083
vehicle,XGBoost,761,85,4,0.2658290794869751,0.4430999780097347,0.06149817258119583,0.800000011920929,0.1783045493066311
volcanoes-a2,CatBoost,1460,163,5,0.11879010515273404,0.2557799341737865,0.04745661839842796,0.907975435256958,0.239510428160429
volcanoes-a2,ExtraTrees,1460,163,5,0.11057777411278327,0.23642405007276918,0.06360215693712234,0.9202454090118408,0.2582804448902607
volcanoes-a2,LightGBM,1460,163,5,0.10159592696574823,0.2163692510730786,0.045341987162828445,0.9263803958892822,0.2618284225463867
volcanoes-a2,LinearModel,1460,163,5,0.11742827832700362,0.25163084591785934,0.059188708662986755,0.907975435256958,0.23349622264504433
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11490660628695815,0.24893099374380911,0.06108652800321579,0.9202454090118408,0.22650925070047379
volcanoes-a2,NeuralNetTorch,1460,163,5,0.1134269680466566,0.24601424945557215,0.06072108820080757,0.9141104221343994,0.23409631475806236
volcanoes-a2,RandomForest,1460,163,5,0.11788000146245904,0.2663635153760799,0.04851777106523514,0.9263803958892822,0.2405918650329113
volcanoes-a2,XGBoost,1460,163,5,0.1117623786931898,0.2450397663027746,0.05061154067516327,0.9141104221343994,0.24533769115805626
volcanoes-a3,CatBoost,1368,153,5,0.1432247408672692,0.30379393963243545,0.0699845626950264,0.9019607901573181,0.2541492134332657
volcanoes-a3,ExtraTrees,1368,153,5,0.15099468778108274,0.3407269549954214,0.04589097946882248,0.8888888955116272,0.2646888457238674
volcanoes-a3,LightGBM,1368,153,5,0.14421610385060266,0.31625657045783084,0.05165230110287666,0.8954248428344727,0.2376638650894165
volcanoes-a3,LinearModel,1368,153,5,0.14372848178483172,0.3219546621518576,0.03036041557788849,0.8954248428344727,0.2352502942085266
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14161087698276428,0.3205660723766737,0.04582798108458519,0.9019607901573181,0.2317752242088318
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14420032284944126,0.31993536905840997,0.06181318312883377,0.8888888955116272,0.23091164231300354
volcanoes-a3,RandomForest,1368,153,5,0.15232338227863756,0.32312010373246314,0.04501189664006233,0.8888888955116272,0.24055948480963707
volcanoes-a3,XGBoost,1368,153,5,0.14732881890368893,0.307622855044794,0.05037631466984749,0.8954248428344727,0.2414858154952526
volcanoes-a4,CatBoost,1363,152,5,0.13483955377160867,0.31633599816502006,0.04817597568035126,0.9078947305679321,0.23145963996648788
volcanoes-a4,ExtraTrees,1363,152,5,0.13223043088568723,0.31268245788906723,0.037449419498443604,0.9013158082962036,0.2839828357100487
