dataset,model,cal_size,test_size,n_classes,CatBoost_brier,CatBoost_logloss,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
first-order-theorem-proving,CatBoost,5506,612,6,0.5033154207042737,1.039251694505354,0.03832493722438812,0.6290849447250366,3.4960736548528075
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5122979675879893,1.0508048284883862,0.049889855086803436,0.6029411554336548,3.4960109586827457
first-order-theorem-proving,LightGBM,5506,612,6,0.5081803691636236,1.050300809336427,0.061806853860616684,0.6225489974021912,3.555731193628162
first-order-theorem-proving,LinearModel,5506,612,6,0.6163785054803674,1.3091019367351515,0.04142071306705475,0.5114378929138184,8.030795597936958
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5568957633492214,1.162292043976157,0.06227291375398636,0.5816993713378906,2.894601780921221
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5466437952312592,1.1319910070644599,0.06542173027992249,0.563725471496582,3.9036062047816813
first-order-theorem-proving,RandomForest,5506,612,6,0.5109090013635476,1.0499635544836146,0.05661410093307495,0.6111111044883728,3.0174138681031764
first-order-theorem-proving,XGBoost,5506,612,6,0.5016237288755766,1.035515826533061,0.05046480894088745,0.6274510025978088,3.403018094599247
har,CatBoost,9269,1030,6,0.004475576751687383,0.008711816689191047,0.006078690756112337,0.9970873594284058,7.299760294146836
har,ExtraTrees,9269,1030,6,0.019672925780336553,0.03407084821987796,0.00986489374190569,0.9873786568641663,5.3554644249379635
har,LightGBM,9269,1030,6,0.002573925366278915,0.006114723946235502,0.004333316348493099,0.9990290999412537,6.602303615771234
har,LinearModel,9269,1030,6,0.014544533373358778,0.02692639724338144,0.00825341884046793,0.9912621378898621,5.251434887293726
har,NeuralNetFastAI,9269,1030,6,0.007450635684279016,0.01739497929910512,0.010205318219959736,0.9970873594284058,4.884747036267072
har,NeuralNetTorch,9269,1030,6,0.010092955749669345,0.01885690290963876,0.005150650627911091,0.99320387840271,5.3823626562952995
har,RandomForest,9269,1030,6,0.029725423971113628,0.05471848957523455,0.008326442912220955,0.9805825352668762,5.866785054095089
har,XGBoost,9269,1030,6,0.008069390303047024,0.013807589754016063,0.004397282376885414,0.9951456189155579,6.186971400864422
isolet,CatBoost,7017,780,26,0.06931346950939106,0.13258606668151768,0.025458917021751404,0.9512820243835449,87.68050226289779
isolet,ExtraTrees,7017,780,26,0.07986117100513858,0.17618257756968017,0.01782842166721821,0.9461538195610046,87.37727917218581
isolet,LightGBM,7017,780,26,0.05142754581270967,0.10961023608805089,0.025318259373307228,0.9653846025466919,79.82247287314385
isolet,LinearModel,7017,780,26,0.05772944425332021,0.12324189498269869,0.012388788163661957,0.9615384340286255,88.63413434103131
isolet,NeuralNetFastAI,7017,780,26,0.04046537457930362,0.08100082268080146,0.012448604218661785,0.9705128073692322,73.10646637808532
isolet,NeuralNetTorch,7017,780,26,0.05631135501972125,0.12727495359876134,0.016324322670698166,0.9666666388511658,70.84338362561539
isolet,RandomForest,7017,780,26,0.10181206417270028,0.218064605414852,0.017932040616869926,0.928205132484436,99.54384754691273
isolet,XGBoost,7017,780,26,0.06487951212338619,0.1380204453004181,0.015038319863379002,0.9576923251152039,85.75814145198092
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.1409482411830938,0.2147366909635284,0.010451176203787327,0.8908969163894653,25.380365701857954
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.15336904962607384,0.24578206305403452,0.011356081813573837,0.8853190541267395,23.01714005228132
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.12092590073521403,0.18357258771926768,0.014209762215614319,0.90696120262146,17.488631250802428
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.36950699966030887,0.6195724055671691,0.03274266794323921,0.7228915691375732,43.49501427775249
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.09583430863056533,0.1435847256820994,0.00470384955406189,0.920348048210144,16.600486963056028
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02432607671664645,0.040906461927411236,0.009603561833500862,0.9834895133972168,15.650907668285072
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.1621699672210314,0.2616900002915391,0.011215119622647762,0.8779562711715698,19.639677917119116
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.12409103294092824,0.1841490065534386,0.011075155809521675,0.9007139801979065,16.620599418412894
kr-vs-k,CatBoost,25250,2806,18,0.11635437616810207,0.2292414942368849,0.016546189785003662,0.9244475960731506,147.62149143591523
kr-vs-k,ExtraTrees,25250,2806,18,0.15193043478238044,0.30386176775325535,0.010212910361588001,0.8927298784255981,148.05683465488255
kr-vs-k,LightGBM,25250,2806,18,0.10838527034934256,0.21528142177031054,0.02329624816775322,0.9305060505867004,160.40044717304409
kr-vs-k,LinearModel,25250,2806,18,0.6650578004665049,1.4349565825355846,0.05183735489845276,0.48467570543289185,189.1374502601102
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15241707501042684,0.27594852388753544,0.03708510100841522,0.8952245116233826,124.63070192793384
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11152966042763489,0.20749336943007465,0.043738242238759995,0.9255167245864868,116.01576902996749
kr-vs-k,RandomForest,25250,2806,18,0.154333398226111,0.31369516163702876,0.02453634887933731,0.891660749912262,130.73562627704814
kr-vs-k,XGBoost,25250,2806,18,0.10285762700185117,0.2000458540200056,0.019749779254198074,0.935139000415802,125.901668114122
led24,CatBoost,2880,320,10,0.40257156746593503,0.8290438730478027,0.06073839217424393,0.71875,5.1753885806538165
led24,ExtraTrees,2880,320,10,0.4055872374097274,0.8409532859072268,0.0769701600074768,0.7124999761581421,6.105210419278592
led24,LightGBM,2880,320,10,0.40076113355367243,0.8300841446784574,0.07724517583847046,0.7093750238418579,5.543648584745824
led24,LinearModel,2880,320,10,0.39898180650483883,0.823166591543506,0.06489452719688416,0.7124999761581421,5.758252042811364
led24,NeuralNetFastAI,2880,320,10,0.39169934462073835,0.8064372815490802,0.06571143865585327,0.7093750238418579,4.94023924600333
led24,NeuralNetTorch,2880,320,10,0.39728962978276694,0.8173190093427859,0.07285449653863907,0.721875011920929,5.585464628878981
led24,RandomForest,2880,320,10,0.40583058008997347,0.8395242889592647,0.06143371760845184,0.7124999761581421,5.148493872024119
led24,XGBoost,2880,320,10,0.40127099568948504,0.8375517020425246,0.08135243505239487,0.703125,4.926113588735461
letter,CatBoost,18000,2000,26,0.03313659278371732,0.07136054405361024,0.007108171004801989,0.9769999980926514,152.58967827120796
letter,ExtraTrees,18000,2000,26,0.04234272169625666,0.09121630477050609,0.008050047792494297,0.9735000133514404,150.4599819839932
letter,LightGBM,18000,2000,26,0.03582951278417356,0.07694862220890585,0.009814932011067867,0.9735000133514404,140.5815783580765
letter,LinearModel,18000,2000,26,0.16726938271297412,0.3662394730367398,0.025690097361803055,0.8849999904632568,258.95576063822955
letter,NeuralNetFastAI,18000,2000,26,0.021696469720203945,0.04810514115271656,0.007957934401929379,0.9850000143051147,147.95237206714228
letter,NeuralNetTorch,18000,2000,26,0.02202964791250989,0.045486805276788445,0.006563172210007906,0.984499990940094,152.01239754911512
letter,RandomForest,18000,2000,26,0.051179422657329415,0.11647663733703775,0.007089877035468817,0.9695000052452087,159.91157217975706
letter,XGBoost,18000,2000,26,0.036943963904614976,0.08047189081758989,0.005385508760809898,0.9764999747276306,155.66447764309123
mfeat-factors,CatBoost,1800,200,10,0.05000488737869305,0.13153186399671937,0.023782385513186455,0.9750000238418579,5.123098135925829
mfeat-factors,ExtraTrees,1800,200,10,0.04570695157844137,0.12775894631533682,0.021735038608312607,0.9750000238418579,6.182479015085846
mfeat-factors,LightGBM,1800,200,10,0.04343400755602586,0.11158744043066329,0.01737971045076847,0.9750000238418579,4.123905939981341
mfeat-factors,LinearModel,1800,200,10,0.03184360175816146,0.0851468831996098,0.01920134201645851,0.9750000238418579,4.196817131247371
mfeat-factors,NeuralNetFastAI,1800,200,10,0.02502048777639029,0.04903940881259184,0.016279397532343864,0.9800000190734863,5.239624402951449
mfeat-factors,NeuralNetTorch,1800,200,10,0.033419200027353796,0.08177916288484342,0.007605845108628273,0.9800000190734863,4.775160672608763
mfeat-factors,RandomForest,1800,200,10,0.05024697258920784,0.11370301261417147,0.025677300989627838,0.9750000238418579,5.654116372112185
mfeat-factors,XGBoost,1800,200,10,0.042974847341539064,0.1139606934674037,0.028174802660942078,0.9850000143051147,4.092487756162882
micro-mass,CatBoost,513,58,20,0.07517947965541322,0.1480651024894299,0.08122298866510391,0.9655172228813171,32.40731477830559
micro-mass,ExtraTrees,513,58,20,0.11579427469672417,0.23360814821754583,0.056865446269512177,0.931034505367279,15.77358732605353
micro-mass,LightGBM,513,58,20,0.09281176758691113,0.217521450532421,0.05809052288532257,0.9655172228813171,23.788974445778877
micro-mass,LinearModel,513,58,20,0.08960796399147862,0.20741352704044136,0.03332347795367241,0.9482758641242981,31.356549681164324
micro-mass,NeuralNetFastAI,513,58,20,0.21180424491253913,0.46077575837891416,0.1434144228696823,0.8620689511299133,16.463713794015348
micro-mass,NeuralNetTorch,513,58,20,0.07789323708550575,0.17975062756914395,0.047256920486688614,0.9655172228813171,29.533864992205054
micro-mass,RandomForest,513,58,20,0.10855908665898217,0.22769392141329833,0.08341097086668015,0.9137930870056152,11.701106917113066
micro-mass,XGBoost,513,58,20,0.12237658584191471,0.2429982373722353,0.10911718755960464,0.931034505367279,22.735418752767146
microaggregation2,CatBoost,18000,2000,5,0.48181890426599117,0.906880075279797,0.015449108555912971,0.637499988079071,5.846693599130958
microaggregation2,ExtraTrees,18000,2000,5,0.4914870782515576,0.9303204746046274,0.019807428121566772,0.6290000081062317,5.690445373300463
microaggregation2,LightGBM,18000,2000,5,0.47787969826110854,0.8972931840629721,0.022917592898011208,0.6395000219345093,5.7951046410016716
microaggregation2,LinearModel,18000,2000,5,0.5462768923459913,1.0312009653230165,0.024694189429283142,0.5799999833106995,6.216109139844775
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4564657581382427,0.8590786974905618,0.02693444862961769,0.6539999842643738,6.038469546008855
microaggregation2,NeuralNetTorch,18000,2000,5,0.4672236700862151,0.8780249498022847,0.01947537437081337,0.6485000252723694,5.959644249640405
microaggregation2,RandomForest,18000,2000,5,0.49420751966079135,0.9363944804636721,0.02037423849105835,0.6309999823570251,5.266388590913266
microaggregation2,XGBoost,18000,2000,5,0.4799201225999749,0.9024062221904483,0.030656825751066208,0.6370000243186951,6.83733129221946
okcupid-stem,CatBoost,45710,5079,3,0.3357393694618635,0.5630537239563561,0.013375159353017807,0.7607796788215637,9.317565300036222
okcupid-stem,ExtraTrees,45710,5079,3,0.3551938916899674,0.5908039332469209,0.012253042310476303,0.7458161115646362,10.148350668139756
okcupid-stem,LightGBM,45710,5079,3,0.33873976548939055,0.5644340850485366,0.01425679586827755,0.761567234992981,10.293674984015524
okcupid-stem,LinearModel,45710,5079,3,0.34372405764900316,0.5735403785312503,0.01663104072213173,0.7544792294502258,8.793967043980956
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.341946884144891,0.570044404350858,0.01072112936526537,0.7570387721061707,10.102004343643785
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3374196316004847,0.5641674318525859,0.010542193427681923,0.7625516653060913,10.073475373908877
okcupid-stem,RandomForest,45710,5079,3,0.3540881171192122,0.588705613882682,0.007899509742856026,0.7448316812515259,8.556938801892102
okcupid-stem,XGBoost,45710,5079,3,0.33878826955195607,0.565354472263629,0.01046731323003769,0.7609765529632568,9.615787622984499
optdigits,CatBoost,5058,562,10,0.02280308033569261,0.04923677213728903,0.009239109233021736,0.9857650995254517,7.834229612257332
optdigits,ExtraTrees,5058,562,10,0.01951413206963874,0.04977078968977336,0.007608511485159397,0.9893238544464111,8.739922990091145
optdigits,LightGBM,5058,562,10,0.017402858693216953,0.039698531340545774,0.008356322534382343,0.9893238544464111,6.638095933943987
optdigits,LinearModel,5058,562,10,0.04893273768023442,0.09392623033721782,0.013798563741147518,0.9715302586555481,7.9655567007139325
optdigits,NeuralNetFastAI,5058,562,10,0.023426117245113485,0.048243797690048884,0.012015520595014095,0.9893238544464111,7.512586151249707
optdigits,NeuralNetTorch,5058,562,10,0.016353705002151695,0.04081225867851797,0.009384340606629848,0.9911032319068909,6.302181472070515
optdigits,RandomForest,5058,562,10,0.032142074115071875,0.0800116609886954,0.015064495615661144,0.9839857816696167,7.348370441235602
optdigits,XGBoost,5058,562,10,0.03174220381886654,0.06015657904651592,0.012449163012206554,0.9804270267486572,8.022628652863204
page-blocks,CatBoost,4925,548,5,0.04291307116464137,0.09281746658247574,0.011358083225786686,0.9726277589797974,2.469740706961602
page-blocks,ExtraTrees,4925,548,5,0.044368874600737775,0.09416631763233951,0.008413705043494701,0.970802903175354,2.3994600591249764
page-blocks,LightGBM,4925,548,5,0.0426114734913848,0.09004946159585478,0.013489175587892532,0.9671533107757568,2.060177764855325
page-blocks,LinearModel,4925,548,5,0.042710314832072716,0.09464621701419042,0.014176486060023308,0.970802903175354,2.7376128607429564
page-blocks,NeuralNetFastAI,4925,548,5,0.05011963759074689,0.10666695201008938,0.012789028696715832,0.9653284549713135,2.3726073941215873
page-blocks,NeuralNetTorch,4925,548,5,0.0406301168156881,0.0896762491811444,0.008012919686734676,0.974452555179596,2.1612716712988913
page-blocks,RandomForest,4925,548,5,0.040093515086330626,0.0879237388112257,0.013533865101635456,0.9762773513793945,2.7558890162035823
page-blocks,XGBoost,4925,548,5,0.042098358514401205,0.09163921348713139,0.010733849368989468,0.9762773513793945,2.3040371499955654
pendigits,CatBoost,9892,1100,10,0.00564798869915665,0.01282286033196224,0.00649886392056942,0.9972727298736572,10.251933383289725
pendigits,ExtraTrees,9892,1100,10,0.00802563508228245,0.01823796681630455,0.004735902883112431,0.9954545497894287,11.568602177780122
pendigits,LightGBM,9892,1100,10,0.006798028692568449,0.013696080568980293,0.007041332311928272,0.9936363697052002,11.386050572618842
pendigits,LinearModel,9892,1100,10,0.04060368073777356,0.09239517826350374,0.012349976226687431,0.9781818389892578,36.52519757999107
pendigits,NeuralNetFastAI,9892,1100,10,0.008644230878276591,0.01655305397679142,0.0046771615743637085,0.9945454597473145,11.419260798022151
pendigits,NeuralNetTorch,9892,1100,10,0.006384016030739256,0.013748200680246896,0.008116552606225014,0.996363639831543,11.583193350117654
pendigits,RandomForest,9892,1100,10,0.017197788049614623,0.032384214427075494,0.005787672474980354,0.9890909194946289,13.099921480752528
pendigits,XGBoost,9892,1100,10,0.01048714999179099,0.022490381537417788,0.005293257534503937,0.9918181896209717,11.249346632044762
robert,CatBoost,9000,1000,10,0.5918955652334487,1.31140369696103,0.027445929124951363,0.546999990940094,14.893588936887681
robert,ExtraTrees,9000,1000,10,0.6541447046462991,1.4967826963452957,0.04737293720245361,0.49900001287460327,12.655335705727339
robert,LightGBM,9000,1000,10,0.5723386025795378,1.2621333837512805,0.03326159715652466,0.5680000185966492,12.46173870190978
robert,LinearModel,9000,1000,10,0.7586763708815215,1.7465586414442098,0.06936375796794891,0.375,7.641816350631416
robert,NeuralNetFastAI,9000,1000,10,0.6577415425684318,1.4858653321774309,0.03996073082089424,0.4869999885559082,11.457849047146738
robert,NeuralNetTorch,9000,1000,10,0.6481809770434167,1.461913995110579,0.03392774239182472,0.49000000953674316,11.559510949067771
robert,RandomForest,9000,1000,10,0.6641697892211091,1.523381624368451,0.034415245056152344,0.47200000286102295,12.65800406690687
robert,XGBoost,9000,1000,10,0.6038625246149445,1.3417998799517903,0.04472240433096886,0.5329999923706055,12.79048073478043
satimage,CatBoost,5787,643,6,0.11571104358115826,0.2093177322768958,0.019083894789218903,0.920684278011322,4.401753398124129
satimage,ExtraTrees,5787,643,6,0.11481612811558951,0.21084250814220387,0.016153601929545403,0.9222394824028015,5.228334062267095
satimage,LightGBM,5787,643,6,0.1178931242032814,0.20865601761389552,0.027248691767454147,0.9113530516624451,4.899539623875171
satimage,LinearModel,5787,643,6,0.1765698401933455,0.30302617884172517,0.028158484026789665,0.8662519454956055,5.648924964014441
satimage,NeuralNetFastAI,5787,643,6,0.11303023821685702,0.19461204725446182,0.01641363464295864,0.9222394824028015,4.129129542037845
satimage,NeuralNetTorch,5787,643,6,0.11412398083626094,0.1973490936454919,0.024730442091822624,0.9191290736198425,4.636405004188418
satimage,RandomForest,5787,643,6,0.11908437378644006,0.2159278552513653,0.020022384822368622,0.9191290736198425,4.720628737937659
satimage,XGBoost,5787,643,6,0.11650914231770623,0.21710224074360154,0.019235750660300255,0.923794686794281,4.36916622845456
segment,CatBoost,2079,231,7,0.024073573773371045,0.05845153464867499,0.017597312107682228,0.9826839566230774,3.141620777081698
segment,ExtraTrees,2079,231,7,0.02782918724439308,0.06626374968071819,0.017541009932756424,0.9783549904823303,2.9814850809052587
segment,LightGBM,2079,231,7,0.03984923254201467,0.08348230088583149,0.01849573291838169,0.9783549904823303,2.7453179452568293
segment,LinearModel,2079,231,7,0.035868011743368636,0.08890106359741,0.025195647031068802,0.9783549904823303,3.339226405136287
segment,NeuralNetFastAI,2079,231,7,0.03920501386889021,0.08084312862776795,0.02425388991832733,0.9696969985961914,2.242889496963471
segment,NeuralNetTorch,2079,231,7,0.030437139092345408,0.07133361921408334,0.023641571402549744,0.9826839566230774,2.7027225429192185
segment,RandomForest,2079,231,7,0.03213127061906039,0.0730322114774636,0.020644478499889374,0.9826839566230774,3.1274704290553927
segment,XGBoost,2079,231,7,0.04289806824868856,0.0820850767583564,0.010622077621519566,0.9696969985961914,3.4052250520326197
semeion,CatBoost,1433,160,10,0.0932388914386543,0.19425873434021598,0.06085921823978424,0.9437500238418579,3.100919268094003
semeion,ExtraTrees,1433,160,10,0.15120300362992106,0.3568340968232218,0.05666341260075569,0.893750011920929,3.8683386081829667
semeion,LightGBM,1433,160,10,0.12474631883802331,0.27520603217310874,0.05956433713436127,0.925000011920929,2.999817834701389
semeion,LinearModel,1433,160,10,0.12296080023317461,0.25966404171312674,0.06154833361506462,0.9312499761581421,3.4914367417804897
semeion,NeuralNetFastAI,1433,160,10,0.10031876925874254,0.2003185182661278,0.057552773505449295,0.9312499761581421,3.71583956386894
semeion,NeuralNetTorch,1433,160,10,0.11984373808031593,0.24581396051032467,0.049544524401426315,0.9125000238418579,3.296615124680102
semeion,RandomForest,1433,160,10,0.1546893221245103,0.36254677971405497,0.03839217498898506,0.8999999761581421,4.341820517089218
semeion,XGBoost,1433,160,10,0.11970195232080032,0.2767565211920102,0.05277874320745468,0.9125000238418579,3.423605979885906
soybean,CatBoost,614,69,19,0.14363535290837628,0.2240868776289329,0.08222267031669617,0.8840579986572266,23.31948834611103
soybean,ExtraTrees,614,69,19,0.08867558198586752,0.16748427106251595,0.04958123341202736,0.9420289993286133,6.5287806168198586
soybean,LightGBM,614,69,19,0.051483084673860695,0.10587685109288006,0.05698626860976219,0.9710144996643066,20.5485477023758
soybean,LinearModel,614,69,19,0.11918584667547624,0.2727363169573655,0.06953144818544388,0.9275362491607666,20.5623169131577
soybean,NeuralNetFastAI,614,69,19,0.09387679151556343,0.19450344043964254,0.0501335971057415,0.9420289993286133,23.571011011023074
soybean,NeuralNetTorch,614,69,19,0.1048344119630648,0.23637135066616732,0.06717219203710556,0.95652174949646,10.042734549380839
soybean,RandomForest,614,69,19,0.12202237516899704,0.23483087331456798,0.06236368417739868,0.9275362491607666,7.69991338904947
soybean,XGBoost,614,69,19,0.12593517316791322,0.24246895626855286,0.06005655974149704,0.8985507488250732,24.173297530040145
splice,CatBoost,2871,319,3,0.054779641942043183,0.10588273947121334,0.016518540680408478,0.962382435798645,1.246225400827825
splice,ExtraTrees,2871,319,3,0.08039747432762369,0.14756879490234745,0.023086650297045708,0.9467084407806396,1.026335823815316
splice,LightGBM,2871,319,3,0.061454163146228265,0.11943991742566445,0.012575289234519005,0.962382435798645,1.0063728471286595
splice,LinearModel,2871,319,3,0.09575862875229478,0.18873592430354424,0.036838531494140625,0.9341692924499512,1.1220829230733216
splice,NeuralNetFastAI,2871,319,3,0.056732080256500346,0.1067972517161902,0.019429992884397507,0.9592476487159729,1.051470858976245
splice,NeuralNetTorch,2871,319,3,0.06874078392728364,0.13163869989482532,0.022779077291488647,0.9592476487159729,1.45596854807809
splice,RandomForest,2871,319,3,0.08173516877575408,0.14556030813444262,0.021274356171488762,0.9373040795326233,0.9596520368941128
splice,XGBoost,2871,319,3,0.05427536559969814,0.1029576618546251,0.010630232281982899,0.9655172228813171,1.2407621312886477
steel-plates-fault,CatBoost,1746,195,7,0.24799995607847858,0.47578325265431914,0.0700613334774971,0.8205128312110901,2.0584381758235395
steel-plates-fault,ExtraTrees,1746,195,7,0.2636024269872695,0.4916696202410514,0.059192124754190445,0.8102564215660095,2.223086008336395
steel-plates-fault,LightGBM,1746,195,7,0.2527447271841137,0.49155599469423533,0.06242995336651802,0.7948718070983887,1.9341425993479788
steel-plates-fault,LinearModel,1746,195,7,0.3582175240842405,0.6674827932270053,0.07762151956558228,0.7128205299377441,3.3542998610064387
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.305938987174767,0.578077349779391,0.05852032080292702,0.7846153974533081,1.912827413994819
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3395830772523825,0.6302323332274306,0.07382547855377197,0.7333333492279053,1.7799263121560216
steel-plates-fault,RandomForest,1746,195,7,0.2525032975683473,0.4821326685815825,0.044414080679416656,0.8102564215660095,1.8849475611932576
steel-plates-fault,XGBoost,1746,195,7,0.25056801052346966,0.49217863737762707,0.0720086544752121,0.8051282167434692,1.9206682504154742
synthetic_control,CatBoost,540,60,6,0.00031242161148875314,0.0075813082745477866,0.007454649545252323,1.0,2.2082416797056794
synthetic_control,ExtraTrees,540,60,6,0.0017412614552746633,0.017943740963805212,0.01737644150853157,1.0,1.4716145568527281
synthetic_control,LightGBM,540,60,6,0.00026016667376889836,0.006442676040674745,0.006346859969198704,1.0,3.1213859179988503
synthetic_control,LinearModel,540,60,6,0.0004698361160758535,0.012763997956716533,0.012595927342772484,1.0,1.4241072880104184
synthetic_control,NeuralNetFastAI,540,60,6,0.00021001253576664696,0.0053001027684574705,0.005215160548686981,1.0,3.2830024491995573
synthetic_control,NeuralNetTorch,540,60,6,0.003547238863630492,0.015495074382968842,0.014101479202508926,1.0,2.5938001493923366
synthetic_control,RandomForest,540,60,6,0.0027492424485597274,0.018606465852759244,0.017677616328001022,1.0,1.3548160707578063
synthetic_control,XGBoost,540,60,6,0.0020455211502105096,0.017391114359201224,0.016534512862563133,1.0,1.6423495952039957
texture,CatBoost,4950,550,11,0.014361522051533591,0.024565297187547023,0.006745851133018732,0.9909090995788574,16.22765747923404
texture,ExtraTrees,4950,550,11,0.024892486771757535,0.04458217949775017,0.012987075373530388,0.9818181991577148,11.669254258275032
texture,LightGBM,4950,550,11,0.005430740882793474,0.016314569751729624,0.0038971153553575277,0.9981818199157715,13.833889162633568
texture,LinearModel,4950,550,11,0.007794784315710124,0.013130078305755523,0.005392170045524836,0.9945454597473145,18.039117306936532
texture,NeuralNetFastAI,4950,550,11,0.005977703788776997,0.011328297618742583,0.0015178616158664227,0.996363639831543,22.11881707329303
texture,NeuralNetTorch,4950,550,11,0.00733765519894264,0.01191391666654422,0.006891997531056404,0.996363639831543,25.890250517986715
texture,RandomForest,4950,550,11,0.02541897627321078,0.051656426048984024,0.010515300557017326,0.9854545593261719,9.9613167620264
texture,XGBoost,4950,550,11,0.014224656711678788,0.032587078136955126,0.007561445236206055,0.9909090995788574,9.171569656115025
vehicle,CatBoost,761,85,4,0.2615338397874094,0.4324836770175712,0.0715862438082695,0.8235294222831726,0.6911925235763192
vehicle,ExtraTrees,761,85,4,0.25259573648099926,0.4106683770694326,0.098342165350914,0.8235294222831726,0.6387661299668252
vehicle,LightGBM,761,85,4,0.26967544226629286,0.42737092616196337,0.066677525639534,0.7882353067398071,0.8474032520316541
vehicle,LinearModel,761,85,4,0.1949376769557858,0.32451810768964484,0.058269280940294266,0.8470588326454163,0.5994132780469954
vehicle,NeuralNetFastAI,761,85,4,0.22133788133601195,0.34915599642725587,0.06459594517946243,0.8117647171020508,0.8302317927591503
vehicle,NeuralNetTorch,761,85,4,0.18465503360760244,0.30698702903019226,0.07175661623477936,0.8470588326454163,0.6574395871721208
vehicle,RandomForest,761,85,4,0.26711683696531713,0.44576570981537034,0.05011093616485596,0.8117647171020508,0.7554025677964091
vehicle,XGBoost,761,85,4,0.27638974873926625,0.4545188646786579,0.09623079001903534,0.8117647171020508,0.6540040257386863
volcanoes-a2,CatBoost,1460,163,5,0.11245153633368822,0.2405713747485352,0.044972848147153854,0.9141104221343994,1.0375239318236709
volcanoes-a2,ExtraTrees,1460,163,5,0.11355899348055076,0.24695226375517124,0.0496857576072216,0.9141104221343994,1.521119016688317
volcanoes-a2,LightGBM,1460,163,5,0.10164286485514999,0.2195477571053929,0.050863247364759445,0.9325153231620789,0.992901963647455
volcanoes-a2,LinearModel,1460,163,5,0.1137409407797981,0.24497777272536606,0.047291532158851624,0.9141104221343994,0.9171666703186929
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11119096306789132,0.24330141668386354,0.051473911851644516,0.9202454090118408,0.8814752688631415
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10907243410575208,0.23694342043712505,0.05377197265625,0.9263803958892822,0.8701023128814995
volcanoes-a2,RandomForest,1460,163,5,0.11369146404083497,0.2479114927499931,0.06496870517730713,0.9202454090118408,1.133146998938173
volcanoes-a2,XGBoost,1460,163,5,0.10966579799336115,0.23811404194567568,0.05044519528746605,0.9202454090118408,0.975801938213408
volcanoes-a3,CatBoost,1368,153,5,0.1416064989015326,0.30654340277623315,0.04697876796126366,0.8954248428344727,0.8036341276019812
volcanoes-a3,ExtraTrees,1368,153,5,0.1476692947182314,0.31736533679400436,0.05813322961330414,0.8758170008659363,1.7577019203454256
volcanoes-a3,LightGBM,1368,153,5,0.14317762173805093,0.31339358664744643,0.04599938914179802,0.8954248428344727,0.7792156361974776
volcanoes-a3,LinearModel,1368,153,5,0.1419356974644528,0.31328677218525725,0.042463500052690506,0.8888888955116272,0.9654582026414573
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1410898773225614,0.31773007038986684,0.05129934102296829,0.8954248428344727,0.8277893089689314
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14252531742049362,0.31261224411645955,0.04934496432542801,0.8954248428344727,0.7853007996454835
volcanoes-a3,RandomForest,1368,153,5,0.14495418421312994,0.3184664503753232,0.05057242885231972,0.8954248428344727,1.1340349959209561
volcanoes-a3,XGBoost,1368,153,5,0.1489694551636647,0.31551461812984216,0.06787595897912979,0.8888888955116272,0.9117576093412936
volcanoes-a4,CatBoost,1363,152,5,0.13315863116201293,0.31143463352820805,0.05703860893845558,0.9144737124443054,0.7764587681740522
volcanoes-a4,ExtraTrees,1363,152,5,0.13206278213389377,0.30657931344551265,0.0453367754817009,0.9210526347160339,0.8395876591093838
volcanoes-a4,LightGBM,1363,152,5,0.1305597011636507,0.30125165496292444,0.04118778184056282,0.9144737124443054,0.8028020327910781
volcanoes-a4,LinearModel,1363,152,5,0.13073024277089587,0.3047738083559354,0.04349999502301216,0.9144737124443054,0.8343005948700011
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.12682626653233425,0.2958263920070351,0.04689018428325653,0.9144737124443054,0.7990189748816192
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13072517462939032,0.30441337493371523,0.05022965371608734,0.9144737124443054,0.7257858258672059
volcanoes-a4,RandomForest,1363,152,5,0.1312130477321258,0.3090600873450889,0.03672167658805847,0.9144737124443054,0.9190015657804906
