dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
pm10,NeuralNetTorch,450,50,0.4951030116630894,0.6871575726681547,0.07552841305732727,0.12984728813171387,0.5,0.0026057176291942596
pm10,RandomForest,450,50,0.4346850422574468,0.6289836366438462,0.08684265613555908,0.16468410193920135,0.7200000286102295,0.0025669708847999573
pm10,XGBoost,450,50,0.44884076685452007,0.6418666188455106,0.0893317386507988,0.1648525893688202,0.699999988079071,0.002902466803789139
pollen,CatBoost,3463,385,0.4997867510717153,0.6929325867972472,0.03533385694026947,0.005982938688248396,0.4987013041973114,0.0029005445539951324
pollen,ExtraTrees,3463,385,0.5000963975992256,0.6932435792606026,0.029611736536026,0.001498752273619175,0.5090909004211426,0.0047801099717617035
pollen,LightGBM,3463,385,0.5010540271357926,0.6942063864233391,0.03463423252105713,0.007261595688760281,0.5402597188949585,0.0029006749391555786
pollen,LinearModel,3463,385,0.4997299708852044,0.6928770913892432,0.02934741973876953,0.0017166974721476436,0.4961038827896118,0.005106013268232346
pollen,NeuralNetFastAI,3463,385,0.49963881400114357,0.6927925049503733,0.03818832337856293,0.007256277371197939,0.5402597188949585,0.0027820728719234467
pollen,NeuralNetTorch,3463,385,0.4998972346440127,0.6930448229893778,0.017967619001865387,0.004604226443916559,0.5064935088157654,0.002886120229959488
pollen,RandomForest,3463,385,0.499747003889397,0.692894132582968,0.032462090253829956,0.0014460518723353744,0.4987013041973114,0.007531333714723587
pollen,XGBoost,3463,385,0.5008197454453677,0.6939671406191916,0.02912052348256111,0.0038169282488524914,0.4909090995788574,0.0029110945761203766
puma32H,CatBoost,7372,820,0.13144388902142345,0.21119265716960353,0.013615936040878296,0.02582637406885624,0.9060975313186646,0.0065721310675144196
puma32H,ExtraTrees,7372,820,0.14243532106581924,0.22245672587110277,0.011181699112057686,0.02991451323032379,0.8963414430618286,0.005505822598934174
puma32H,LightGBM,7372,820,0.1433046124835947,0.22663739967598603,0.00982833281159401,0.030157560482621193,0.8902438879013062,0.006540566682815552
puma32H,LinearModel,7372,820,0.46788045058224037,0.6610008366038772,0.0292673259973526,0.0546286515891552,0.6378048658370972,0.004348590970039368
puma32H,NeuralNetFastAI,7372,820,0.1055125768936297,0.17397060531982314,0.011436589062213898,0.024394458159804344,0.9268292784690857,0.006420586258172989
puma32H,NeuralNetTorch,7372,820,0.10799635841760995,0.18034070729852214,0.01338689774274826,0.022726228460669518,0.9243902564048767,0.0071894340217113495
puma32H,RandomForest,7372,820,0.15007621484914987,0.2373458263708632,0.012445183470845222,0.03594009578227997,0.8890243768692017,0.004912860691547394
puma32H,XGBoost,7372,820,0.14203425740606068,0.22970067233739244,0.012563064694404602,0.0299557913094759,0.8951219320297241,0.006226629018783569
puma8NH,CatBoost,7372,820,0.22987818234217428,0.36396932184719116,0.018921315670013428,0.035972192883491516,0.8439024686813354,0.007079463452100754
puma8NH,ExtraTrees,7372,820,0.2260460001872775,0.3569171312400991,0.01803063601255417,0.031391553580760956,0.8426828980445862,0.007099039852619171
puma8NH,LightGBM,7372,820,0.23079187765717424,0.36658270193751513,0.015044714324176311,0.03770066425204277,0.8402438759803772,0.006696932017803192
puma8NH,LinearModel,7372,820,0.3043412789667438,0.5053339089468472,0.0686865895986557,0.15774308145046234,0.8231707215309143,0.0070379264652729034
puma8NH,NeuralNetFastAI,7372,820,0.22640906187903242,0.3577931242079879,0.017299450933933258,0.05354281887412071,0.8414633870124817,0.006830491125583649
puma8NH,NeuralNetTorch,7372,820,0.22474688768964157,0.35429167577275117,0.016829852014780045,0.04441650211811066,0.8414633870124817,0.006760846823453903
puma8NH,RandomForest,7372,820,0.22583222881082798,0.356831123911729,0.016600972041487694,0.03405538201332092,0.8426828980445862,0.006871666759252548
puma8NH,XGBoost,7372,820,0.22913885990901336,0.36564465440212507,0.02146844007074833,0.0486857108771801,0.8414633870124817,0.00678233802318573
qsar-biodeg,CatBoost,949,106,0.17424673826235582,0.285903314840392,0.023333605378866196,0.06507647782564163,0.8773584961891174,0.0033408552408218384
qsar-biodeg,ExtraTrees,949,106,0.18214412207516556,0.2988378393675671,0.03360195457935333,0.08068031072616577,0.8679245114326477,0.0035257861018180847
qsar-biodeg,LightGBM,949,106,0.16557357584409005,0.27517887685979187,0.02233729138970375,0.06643301993608475,0.8962264060974121,0.0034059397876262665
qsar-biodeg,LinearModel,949,106,0.18275967836215173,0.29056301556473907,0.0435405857861042,0.10267562419176102,0.8584905862808228,0.0032622553408145905
qsar-biodeg,NeuralNetFastAI,949,106,0.16997740843956669,0.27090617122833155,0.03271406143903732,0.07184953987598419,0.8679245114326477,0.0034730657935142517
qsar-biodeg,NeuralNetTorch,949,106,0.18402811810436348,0.30222305785991915,0.03409561514854431,0.06504927575588226,0.8679245114326477,0.0034071244299411774
qsar-biodeg,RandomForest,949,106,0.16880753696506917,0.2752131414949551,0.025643102824687958,0.07702584564685822,0.8773584961891174,0.003529392182826996
qsar-biodeg,XGBoost,949,106,0.17210889962696532,0.2884668429882837,0.02045946568250656,0.06953730434179306,0.8867924809455872,0.0033390894532203674
ringnorm,CatBoost,6660,740,0.031820916660480286,0.059966288648591944,0.006140747107565403,0.01524079404771328,0.9824324250221252,0.0066763050854206085
ringnorm,ExtraTrees,6660,740,0.03388587833914796,0.05923144341997404,0.0048288749530911446,0.012605274096131325,0.9783783555030823,0.008685525506734848
ringnorm,LightGBM,6660,740,0.031078226020677193,0.059014923154824574,0.004002939909696579,0.010566137731075287,0.9824324250221252,0.006099686026573181
ringnorm,LinearModel,6660,740,0.3120657249512524,0.46932447040841996,0.02710411511361599,0.051880788058042526,0.7756756544113159,0.012023355811834335
ringnorm,NeuralNetFastAI,6660,740,0.03417910625581993,0.06090878322944654,0.005672716535627842,0.013009372167289257,0.9797297120094299,0.006286300718784332
ringnorm,NeuralNetTorch,6660,740,0.030574018731168308,0.05375208939685797,0.00533336354419589,0.00998246856033802,0.9783783555030823,0.006999369710683823
ringnorm,RandomForest,6660,740,0.05634493326911839,0.09934517573236884,0.007508907001465559,0.015266701579093933,0.9648648500442505,0.00829574465751648
ringnorm,XGBoost,6660,740,0.0348261481203393,0.06556392372725665,0.006211371626704931,0.016826258972287178,0.9783783555030823,0.006807103753089905
rmftsa_ladata,CatBoost,457,51,0.14379512121965857,0.24588251745057896,0.03637299686670303,0.11242599040269852,0.9019607901573181,0.002796310931444168
rmftsa_ladata,ExtraTrees,457,51,0.13168030885722615,0.21832857114098903,0.035778701305389404,0.10162163525819778,0.9215686321258545,0.002905219793319702
rmftsa_ladata,LightGBM,457,51,0.14119534981921203,0.23070192964436703,0.03498268127441406,0.09878017008304596,0.8823529481887817,0.0027922429144382477
rmftsa_ladata,LinearModel,457,51,0.10816729647648489,0.18732146890288678,0.03560071066021919,0.08474623411893845,0.9411764740943909,0.0025852248072624207
rmftsa_ladata,NeuralNetFastAI,457,51,0.10091922788294265,0.18198145029026355,0.04354744777083397,0.11239081621170044,0.9607843160629272,0.002821408212184906
rmftsa_ladata,NeuralNetTorch,457,51,0.1446558233132788,0.25231209938252114,0.04415391385555267,0.11580561846494675,0.9019607901573181,0.0030270442366600037
rmftsa_ladata,RandomForest,457,51,0.14983742680817097,0.23931041987136253,0.02879924513399601,0.08834362030029297,0.8823529481887817,0.0029119662940502167
rmftsa_ladata,XGBoost,457,51,0.13433472984802014,0.2334154411268999,0.04498100280761719,0.12837938964366913,0.9411764740943909,0.0026807300746440887
spambase,CatBoost,4140,461,0.08041029450846418,0.1498009849660797,0.025030238553881645,0.036513421684503555,0.952277660369873,0.005469083786010742
spambase,ExtraTrees,4140,461,0.09311659620877438,0.20119907424306685,0.03030659630894661,0.036577630788087845,0.9436008930206299,0.005242630839347839
spambase,LightGBM,4140,461,0.0851527310084443,0.149802716455274,0.027784578502178192,0.04123096540570259,0.9414316415786743,0.005509994924068451
spambase,LinearModel,4140,461,0.1038977633080039,0.18959992139226842,0.025166437029838562,0.03417261689901352,0.9305856823921204,0.005359720438718796
spambase,NeuralNetFastAI,4140,461,0.09257153216797223,0.1697899561288158,0.017987199127674103,0.03234006464481354,0.9392624497413635,0.0053306519985198975
spambase,NeuralNetTorch,4140,461,0.08868544235760757,0.16479164416519176,0.022682538256049156,0.02984583005309105,0.9414316415786743,0.00510752946138382
spambase,RandomForest,4140,461,0.09338903426077211,0.3383901894350763,0.03111150488257408,0.04104224964976311,0.9327548742294312,0.005333542823791504
spambase,XGBoost,4140,461,0.08974300580502863,0.15464085030240665,0.03173167631030083,0.04593502730131149,0.9305856823921204,0.003831688314676285
sylvine,CatBoost,4611,513,0.08743003993366737,0.15348605763148254,0.018528752028942108,0.022075390443205833,0.943469762802124,0.004986148327589035
sylvine,ExtraTrees,4611,513,0.08874131020475012,0.1544364204502355,0.01526833325624466,0.030132127925753593,0.9395711421966553,0.006175663322210312
sylvine,LightGBM,4611,513,0.08729471982737924,0.15170894723056996,0.015602700412273407,0.028045568615198135,0.9395711421966553,0.0050217099487781525
sylvine,LinearModel,4611,513,0.15438058177136732,0.2801180632429536,0.01393192633986473,0.03636324405670166,0.8908382058143616,0.0062808506190776825
sylvine,NeuralNetFastAI,4611,513,0.09721636929079275,0.165413349456162,0.01750512421131134,0.028823496773838997,0.9337232112884521,0.005900371819734573
sylvine,NeuralNetTorch,4611,513,0.10013761708031547,0.17468316840603176,0.017259545624256134,0.029149314388632774,0.9337232112884521,0.006329242140054703
sylvine,RandomForest,4611,513,0.11184364214339666,0.1911531096682031,0.017475033178925514,0.034310903400182724,0.9259259104728699,0.0040764883160591125
sylvine,XGBoost,4611,513,0.08790492922655606,0.15423131674546048,0.014999900944530964,0.020924905315041542,0.9415204524993896,0.005163479596376419
tokyo1,CatBoost,863,96,0.07984869148202703,0.12693563820911533,0.02623911201953888,0.0715823620557785,0.9270833134651184,0.003193419426679611
tokyo1,ExtraTrees,863,96,0.08271784544174672,0.1347801591256622,0.02379434183239937,0.08368268609046936,0.9270833134651184,0.003601446747779846
tokyo1,LightGBM,863,96,0.1014310928366778,0.15456395739678241,0.02943047136068344,0.05732755735516548,0.90625,0.0032234303653240204
tokyo1,LinearModel,863,96,0.1206188860765045,0.18803981172897669,0.03390255197882652,0.07690312713384628,0.90625,0.0028883591294288635
tokyo1,NeuralNetFastAI,863,96,0.08777142024495894,0.13664217420604466,0.018019888550043106,0.0708581954240799,0.9270833134651184,0.0030709244310855865
tokyo1,NeuralNetTorch,863,96,0.07579800797059176,0.12672546024919562,0.02943030744791031,0.059277962893247604,0.96875,0.0033085979521274567
tokyo1,RandomForest,863,96,0.08064278889547148,0.1243457150151694,0.026671456173062325,0.060085613280534744,0.9166666865348816,0.0031714066863059998
tokyo1,XGBoost,863,96,0.09807158547038981,0.14910300197873408,0.029634736478328705,0.07045387476682663,0.9166666865348816,0.003132615238428116
twonorm,CatBoost,6660,740,0.0321256521124446,0.05591047960648275,0.00609453022480011,0.01693534478545189,0.9770269989967346,0.00614716112613678
twonorm,ExtraTrees,6660,740,0.03287871690368086,0.058523001847624975,0.010533777996897697,0.018006283789873123,0.9783783555030823,0.008680317550897598
twonorm,LightGBM,6660,740,0.0333664685040126,0.05718275407122104,0.007191442884504795,0.017892658710479736,0.9797297120094299,0.006267830729484558
twonorm,LinearModel,6660,740,0.028782234765491122,0.05361334202518527,0.008154859766364098,0.011224483139812946,0.9810810685157776,0.006264064460992813
twonorm,NeuralNetFastAI,6660,740,0.03041279097724146,0.054012875006005254,0.009277149103581905,0.011492866091430187,0.9783783555030823,0.00588182732462883
twonorm,NeuralNetTorch,6660,740,0.02976601128663213,0.05446871227437925,0.00860729068517685,0.01200445182621479,0.9797297120094299,0.006499968469142914
twonorm,RandomForest,6660,740,0.03127738059392114,0.058717087942214356,0.0070374393835663795,0.014359105378389359,0.9783783555030823,0.00560123473405838
twonorm,XGBoost,6660,740,0.035108830414452195,0.0608411482500323,0.007164742797613144,0.011130044236779213,0.9770269989967346,0.006063453853130341
visualizing_soil,CatBoost,7776,865,2.0414603866145109e-07,1.3315222553623044e-05,1.3123009011906106e-05,1.327345580648398e-05,1.0,0.006102088838815689
visualizing_soil,ExtraTrees,7776,865,1.1965266470473802e-05,8.728207566723227e-05,8.320242341142148e-05,8.423664257861674e-05,1.0,0.006366003304719925
visualizing_soil,LightGBM,7776,865,6.353532335367223e-08,6.77518401826416e-06,6.794929504394531e-06,6.814252628828399e-06,1.0,0.00600593164563179
visualizing_soil,LinearModel,7776,865,6.853927817627218e-05,0.00021931170343068447,0.0001990419696085155,0.0002000144449993968,1.0,0.005962379276752472
visualizing_soil,NeuralNetFastAI,7776,865,4.633186442987704e-05,0.00034469921884847614,0.00020456434867810458,0.0003322802949696779,1.0,0.0061421021819114685
visualizing_soil,NeuralNetTorch,7776,865,2.2083712664577886e-07,3.1564380175115426e-05,2.00749454961624e-05,3.1606105039827526e-05,1.0,0.005917705595493317
visualizing_soil,RandomForest,7776,865,8.788394817432335e-06,0.0001246965299336445,8.043432171689346e-05,0.00012248264101799577,1.0,0.006147317588329315
visualizing_soil,XGBoost,7776,865,2.567758306165265e-07,2.4599251893334773e-05,1.4773580915061757e-05,2.4539589503547177e-05,1.0,0.0058938488364219666
wilt,CatBoost,4355,484,0.031587273209613013,0.056259987771865985,0.006981634069234133,0.011435525491833687,0.9814049601554871,0.005940087139606476
wilt,ExtraTrees,4355,484,0.031225656702483756,0.05375659369493537,0.005709131248295307,0.01353809516876936,0.9814049601554871,0.005716320127248764
wilt,LightGBM,4355,484,0.030403185219059447,0.05669040898475542,0.00482932198792696,0.012673965655267239,0.9814049601554871,0.0057317279279232025
wilt,LinearModel,4355,484,0.030330013193271166,0.04864290320184526,0.00870013702660799,0.013216285966336727,0.9814049601554871,0.005367022007703781
wilt,NeuralNetFastAI,4355,484,0.021371902720811735,0.034563627536042654,0.0053957924246788025,0.012573263607919216,0.9834710955619812,0.005393277853727341
wilt,NeuralNetTorch,4355,484,0.024766043268645486,0.03909916314377519,0.006265248637646437,0.014743339270353317,0.9834710955619812,0.005178753286600113
wilt,RandomForest,4355,484,0.03398941919206942,0.05618847263451258,0.007811663672327995,0.013554469682276249,0.9772727489471436,0.005293551832437515
wilt,XGBoost,4355,484,0.036395243652946524,0.06260416361659711,0.00985485129058361,0.018920699134469032,0.9814049601554871,0.005911864340305328
wind,CatBoost,5916,658,0.18026229220111456,0.291534113731551,0.01480913907289505,0.035878460854291916,0.8632218837738037,0.0042796991765499115
wind,ExtraTrees,5916,658,0.18777347873526345,0.3045497415552393,0.017525166273117065,0.037845954298973083,0.8632218837738037,0.005914721637964249
wind,LightGBM,5916,658,0.17803225059076033,0.28623793458463953,0.016333147883415222,0.042812176048755646,0.8708206415176392,0.00604495033621788
wind,LinearModel,5916,658,0.1982052560989706,0.3169710281956089,0.017862608656287193,0.03256932646036148,0.8617021441459656,0.005171976983547211
wind,NeuralNetFastAI,5916,658,0.17434187271497675,0.28074429023854586,0.016858145594596863,0.03236548975110054,0.8799391984939575,0.005491439253091812
wind,NeuralNetTorch,5916,658,0.17537429508639796,0.2833237303454936,0.016529522836208344,0.03177276998758316,0.8814589381217957,0.004131544381380081
wind,RandomForest,5916,658,0.19119471727327625,0.3136969525955881,0.01531897485256195,0.04280105233192444,0.8708206415176392,0.005709469318389893
wind,XGBoost,5916,658,0.18122272013475688,0.2939982175900799,0.017762690782546997,0.0386582687497139,0.8708206415176392,0.003965660929679871
